Altitude                 Rho                      Temperture               Pressure                 SpeedOfSound             
5081.000000              1.945300                 321.115690               179216.773690            359.199505               
5082.000000              1.945467                 321.122180               179235.812327            359.203135               
5083.000000              1.945635                 321.128670               179254.852602            359.206764               
5084.000000              1.945802                 321.135160               179273.894515            359.210394               
5085.000000              1.945969                 321.141650               179292.938066            359.214024               
5086.000000              1.946137                 321.148140               179311.983254            359.217654               
5087.000000              1.946304                 321.154630               179331.030081            359.221283               
5088.000000              1.946472                 321.161120               179350.078546            359.224913               
5089.000000              1.946639                 321.167610               179369.128650            359.228542               
5090.000000              1.946806                 321.174100               179388.180391            359.232172               
5091.000000              1.946974                 321.180590               179407.233772            359.235801               
5092.000000              1.947141                 321.187080               179426.288791            359.239431               
5093.000000              1.947309                 321.193570               179445.345448            359.243060               
5094.000000              1.947476                 321.200060               179464.403745            359.246690               
5095.000000              1.947644                 321.206550               179483.463681            359.250319               
5096.000000              1.947811                 321.213040               179502.525255            359.253948               
5097.000000              1.947979                 321.219530               179521.588469            359.257578               
5098.000000              1.948146                 321.226020               179540.653323            359.261207               
5099.000000              1.948314                 321.232510               179559.719815            359.264836               
5100.000000              1.948481                 321.239000               179578.787947            359.268465               
5101.000000              1.948649                 321.245490               179597.857719            359.272094               
5102.000000              1.948816                 321.251980               179616.929131            359.275724               
5103.000000              1.948984                 321.258470               179636.002182            359.279353               
5104.000000              1.949151                 321.264960               179655.076873            359.282982               
5105.000000              1.949319                 321.271450               179674.153205            359.286611               
5106.000000              1.949487                 321.277940               179693.231176            359.290240               
5107.000000              1.949654                 321.284430               179712.310788            359.293869               
5108.000000              1.949822                 321.290920               179731.392040            359.297497               
5109.000000              1.949990                 321.297410               179750.474933            359.301126               
5110.000000              1.950157                 321.303900               179769.559466            359.304755               
5111.000000              1.950325                 321.310390               179788.645640            359.308384               
5112.000000              1.950492                 321.316880               179807.733455            359.312013               
5113.000000              1.950660                 321.323370               179826.822910            359.315641               
5114.000000              1.950828                 321.329860               179845.914007            359.319270               
5115.000000              1.950996                 321.336350               179865.006745            359.322899               
5116.000000              1.951163                 321.342840               179884.101124            359.326527               
5117.000000              1.951331                 321.349330               179903.197145            359.330156               
5118.000000              1.951499                 321.355820               179922.294806            359.333784               
5119.000000              1.951666                 321.362310               179941.394110            359.337413               
5120.000000              1.951834                 321.368800               179960.495055            359.341041               
5121.000000              1.952002                 321.375290               179979.597642            359.344670               
5122.000000              1.952170                 321.381780               179998.701871            359.348298               
5123.000000              1.952338                 321.388270               180017.807742            359.351926               
5124.000000              1.952505                 321.394760               180036.915255            359.355555               
5125.000000              1.952673                 321.401250               180056.024410            359.359183               
5126.000000              1.952841                 321.407740               180075.135207            359.362811               
5127.000000              1.953009                 321.414230               180094.247647            359.366439               
5128.000000              1.953177                 321.420720               180113.361730            359.370067               
5129.000000              1.953344                 321.427210               180132.477455            359.373695               
5130.000000              1.953512                 321.433700               180151.594823            359.377324               
5131.000000              1.953680                 321.440190               180170.713833            359.380952               
5132.000000              1.953848                 321.446680               180189.834487            359.384580               
5133.000000              1.954016                 321.453170               180208.956784            359.388208               
5134.000000              1.954184                 321.459660               180228.080724            359.391835               
5135.000000              1.954352                 321.466150               180247.206307            359.395463               
5136.000000              1.954520                 321.472640               180266.333534            359.399091               
5137.000000              1.954688                 321.479130               180285.462404            359.402719               
5138.000000              1.954856                 321.485620               180304.592918            359.406347               
5139.000000              1.955024                 321.492110               180323.725075            359.409975               
5140.000000              1.955192                 321.498600               180342.858877            359.413602               
5141.000000              1.955360                 321.505090               180361.994322            359.417230               
5142.000000              1.955528                 321.511580               180381.131411            359.420858               
5143.000000              1.955696                 321.518070               180400.270145            359.424485               
5144.000000              1.955864                 321.524560               180419.410523            359.428113               
5145.000000              1.956032                 321.531050               180438.552545            359.431740               
5146.000000              1.956200                 321.537540               180457.696212            359.435368               
5147.000000              1.956368                 321.544030               180476.841523            359.438995               
5148.000000              1.956536                 321.550520               180495.988479            359.442623               
5149.000000              1.956704                 321.557010               180515.137080            359.446250               
5150.000000              1.956872                 321.563500               180534.287325            359.449877               
5151.000000              1.957040                 321.569990               180553.439216            359.453505               
5152.000000              1.957208                 321.576480               180572.592752            359.457132               
5153.000000              1.957376                 321.582970               180591.747933            359.460759               
5154.000000              1.957544                 321.589460               180610.904759            359.464386               
5155.000000              1.957713                 321.595950               180630.063231            359.468013               
5156.000000              1.957881                 321.602440               180649.223349            359.471641               
5157.000000              1.958049                 321.608930               180668.385112            359.475268               
5158.000000              1.958217                 321.615420               180687.548521            359.478895               
5159.000000              1.958385                 321.621910               180706.713575            359.482522               
5160.000000              1.958553                 321.628400               180725.880276            359.486149               
5161.000000              1.958722                 321.634890               180745.048623            359.489776               
5162.000000              1.958890                 321.641380               180764.218616            359.493403               
5163.000000              1.959058                 321.647870               180783.390256            359.497029               
5164.000000              1.959226                 321.654360               180802.563542            359.500656               
5165.000000              1.959395                 321.660850               180821.738474            359.504283               
5166.000000              1.959563                 321.667340               180840.915053            359.507910               
5167.000000              1.959731                 321.673830               180860.093279            359.511537               
5168.000000              1.959899                 321.680320               180879.273151            359.515163               
5169.000000              1.960068                 321.686810               180898.454671            359.518790               
5170.000000              1.960236                 321.693300               180917.637838            359.522416               
5171.000000              1.960404                 321.699790               180936.822652            359.526043               
5172.000000              1.960573                 321.706280               180956.009113            359.529670               
5173.000000              1.960741                 321.712770               180975.197222            359.533296               
5174.000000              1.960909                 321.719260               180994.386978            359.536923               
5175.000000              1.961078                 321.725750               181013.578381            359.540549               
5176.000000              1.961246                 321.732240               181032.771433            359.544175               
5177.000000              1.961414                 321.738730               181051.966132            359.547802               
5178.000000              1.961583                 321.745220               181071.162480            359.551428               
5179.000000              1.961751                 321.751710               181090.360475            359.555054               
5180.000000              1.961920                 321.758200               181109.560118            359.558681               
5181.000000              1.962088                 321.764690               181128.761410            359.562307               
5182.000000              1.962256                 321.771180               181147.964350            359.565933               
5183.000000              1.962425                 321.777670               181167.168939            359.569559               
5184.000000              1.962593                 321.784160               181186.375176            359.573185               
5185.000000              1.962762                 321.790650               181205.583062            359.576811               
5186.000000              1.962930                 321.797140               181224.792597            359.580437               
5187.000000              1.963099                 321.803630               181244.003780            359.584063               
5188.000000              1.963267                 321.810120               181263.216613            359.587689               
5189.000000              1.963436                 321.816610               181282.431095            359.591315               
5190.000000              1.963604                 321.823100               181301.647226            359.594941               
5191.000000              1.963773                 321.829590               181320.865006            359.598567               
5192.000000              1.963941                 321.836080               181340.084436            359.602193               
5193.000000              1.964110                 321.842570               181359.305516            359.605818               
5194.000000              1.964279                 321.849060               181378.528245            359.609444               
5195.000000              1.964447                 321.855550               181397.752624            359.613070               
5196.000000              1.964616                 321.862040               181416.978652            359.616695               
5197.000000              1.964784                 321.868530               181436.206331            359.620321               
5198.000000              1.964953                 321.875020               181455.435660            359.623947               
5199.000000              1.965122                 321.881510               181474.666639            359.627572               
5200.000000              1.965290                 321.888000               181493.899269            359.631198               
5201.000000              1.965459                 321.894490               181513.133549            359.634823               
5202.000000              1.965628                 321.900980               181532.369479            359.638449               
5203.000000              1.965796                 321.907470               181551.607060            359.642074               
5204.000000              1.965965                 321.913960               181570.846292            359.645699               
5205.000000              1.966134                 321.920450               181590.087175            359.649325               
5206.000000              1.966302                 321.926940               181609.329709            359.652950               
5207.000000              1.966471                 321.933430               181628.573893            359.656575               
5208.000000              1.966640                 321.939920               181647.819729            359.660201               
5209.000000              1.966808                 321.946410               181667.067217            359.663826               
5210.000000              1.966977                 321.952900               181686.316355            359.667451               
5211.000000              1.967146                 321.959390               181705.567146            359.671076               
5212.000000              1.967315                 321.965880               181724.819587            359.674701               
5213.000000              1.967484                 321.972370               181744.073681            359.678326               
5214.000000              1.967652                 321.978860               181763.329426            359.681951               
5215.000000              1.967821                 321.985350               181782.586824            359.685576               
5216.000000              1.967990                 321.991840               181801.845873            359.689201               
5217.000000              1.968159                 321.998330               181821.106575            359.692826               
5218.000000              1.968328                 322.004820               181840.368929            359.696451               
5219.000000              1.968496                 322.011310               181859.632935            359.700076               
5220.000000              1.968665                 322.017800               181878.898594            359.703700               
5221.000000              1.968834                 322.024290               181898.165905            359.707325               
5222.000000              1.969003                 322.030780               181917.434869            359.710950               
5223.000000              1.969172                 322.037270               181936.705486            359.714574               
5224.000000              1.969341                 322.043760               181955.977756            359.718199               
5225.000000              1.969510                 322.050250               181975.251679            359.721824               
5226.000000              1.969679                 322.056740               181994.527255            359.725448               
5227.000000              1.969848                 322.063230               182013.804484            359.729073               
5228.000000              1.970017                 322.069720               182033.083367            359.732697               
5229.000000              1.970186                 322.076210               182052.363903            359.736322               
5230.000000              1.970355                 322.082700               182071.646093            359.739946               
5231.000000              1.970523                 322.089190               182090.929936            359.743571               
5232.000000              1.970692                 322.095680               182110.215434            359.747195               
5233.000000              1.970861                 322.102170               182129.502585            359.750819               
5234.000000              1.971030                 322.108660               182148.791390            359.754443               
5235.000000              1.971200                 322.115150               182168.081849            359.758068               
5236.000000              1.971369                 322.121640               182187.373962            359.761692               
5237.000000              1.971538                 322.128130               182206.667730            359.765316               
5238.000000              1.971707                 322.134620               182225.963153            359.768940               
5239.000000              1.971876                 322.141110               182245.260229            359.772564               
5240.000000              1.972045                 322.147600               182264.558961            359.776188               
5241.000000              1.972214                 322.154090               182283.859347            359.779812               
5242.000000              1.972383                 322.160580               182303.161388            359.783436               
5243.000000              1.972552                 322.167070               182322.465084            359.787060               
5244.000000              1.972721                 322.173560               182341.770436            359.790684               
5245.000000              1.972890                 322.180050               182361.077442            359.794308               
5246.000000              1.973060                 322.186540               182380.386104            359.797932               
5247.000000              1.973229                 322.193030               182399.696421            359.801556               
5248.000000              1.973398                 322.199520               182419.008394            359.805179               
5249.000000              1.973567                 322.206010               182438.322022            359.808803               
5250.000000              1.973736                 322.212500               182457.637306            359.812427               
5251.000000              1.973905                 322.218990               182476.954246            359.816050               
5252.000000              1.974075                 322.225480               182496.272842            359.819674               
5253.000000              1.974244                 322.231970               182515.593094            359.823298               
5254.000000              1.974413                 322.238460               182534.915002            359.826921               
5255.000000              1.974582                 322.244950               182554.238567            359.830545               
5256.000000              1.974752                 322.251440               182573.563788            359.834168               
5257.000000              1.974921                 322.257930               182592.890665            359.837792               
5258.000000              1.975090                 322.264420               182612.219199            359.841415               
5259.000000              1.975259                 322.270910               182631.549390            359.845038               
5260.000000              1.975429                 322.277400               182650.881238            359.848662               
5261.000000              1.975598                 322.283890               182670.214742            359.852285               
5262.000000              1.975767                 322.290380               182689.549904            359.855908               
5263.000000              1.975937                 322.296870               182708.886723            359.859531               
5264.000000              1.976106                 322.303360               182728.225199            359.863155               
5265.000000              1.976275                 322.309850               182747.565332            359.866778               
5266.000000              1.976445                 322.316340               182766.907123            359.870401               
5267.000000              1.976614                 322.322830               182786.250571            359.874024               
5268.000000              1.976784                 322.329320               182805.595678            359.877647               
5269.000000              1.976953                 322.335810               182824.942442            359.881270               
5270.000000              1.977122                 322.342300               182844.290864            359.884893               
5271.000000              1.977292                 322.348790               182863.640944            359.888516               
5272.000000              1.977461                 322.355280               182882.992682            359.892139               
5273.000000              1.977631                 322.361770               182902.346078            359.895762               
5274.000000              1.977800                 322.368260               182921.701133            359.899384               
5275.000000              1.977970                 322.374750               182941.057846            359.903007               
5276.000000              1.978139                 322.381240               182960.416218            359.906630               
5277.000000              1.978309                 322.387730               182979.776248            359.910253               
5278.000000              1.978478                 322.394220               182999.137938            359.913875               
5279.000000              1.978648                 322.400710               183018.501286            359.917498               
5280.000000              1.978817                 322.407200               183037.866293            359.921120               
5281.000000              1.978987                 322.413690               183057.232959            359.924743               
5282.000000              1.979156                 322.420180               183076.601285            359.928366               
5283.000000              1.979326                 322.426670               183095.971270            359.931988               
5284.000000              1.979495                 322.433160               183115.342914            359.935610               
5285.000000              1.979665                 322.439650               183134.716218            359.939233               
5286.000000              1.979835                 322.446140               183154.091181            359.942855               
5287.000000              1.980004                 322.452630               183173.467805            359.946478               
5288.000000              1.980174                 322.459120               183192.846088            359.950100               
5289.000000              1.980343                 322.465610               183212.226031            359.953722               
5290.000000              1.980513                 322.472100               183231.607634            359.957344               
5291.000000              1.980683                 322.478590               183250.990898            359.960967               
5292.000000              1.980852                 322.485080               183270.375822            359.964589               
5293.000000              1.981022                 322.491570               183289.762406            359.968211               
5294.000000              1.981192                 322.498060               183309.150651            359.971833               
5295.000000              1.981361                 322.504550               183328.540556            359.975455               
5296.000000              1.981531                 322.511040               183347.932122            359.979077               
5297.000000              1.981701                 322.517530               183367.325349            359.982699               
5298.000000              1.981870                 322.524020               183386.720237            359.986321               
5299.000000              1.982040                 322.530510               183406.116786            359.989943               
5300.000000              1.982210                 322.537000               183425.514997            359.993565               
5301.000000              1.982380                 322.543490               183444.914868            359.997186               
5302.000000              1.982549                 322.549980               183464.316401            360.000808               
5303.000000              1.982719                 322.556470               183483.719596            360.004430               
5304.000000              1.982889                 322.562960               183503.124452            360.008052               
5305.000000              1.983059                 322.569450               183522.530969            360.011673               
5306.000000              1.983229                 322.575940               183541.939149            360.015295               
5307.000000              1.983399                 322.582430               183561.348991            360.018917               
5308.000000              1.983568                 322.588920               183580.760494            360.022538               
5309.000000              1.983738                 322.595410               183600.173660            360.026160               
5310.000000              1.983908                 322.601900               183619.588488            360.029781               
5311.000000              1.984078                 322.608390               183639.004979            360.033403               
5312.000000              1.984248                 322.614880               183658.423132            360.037024               
5313.000000              1.984418                 322.621370               183677.842947            360.040646               
5314.000000              1.984588                 322.627860               183697.264426            360.044267               
5315.000000              1.984758                 322.634350               183716.687567            360.047888               
5316.000000              1.984927                 322.640840               183736.112371            360.051510               
5317.000000              1.985097                 322.647330               183755.538838            360.055131               
5318.000000              1.985267                 322.653820               183774.966968            360.058752               
5319.000000              1.985437                 322.660310               183794.396762            360.062373               
5320.000000              1.985607                 322.666800               183813.828219            360.065994               
5321.000000              1.985777                 322.673290               183833.261339            360.069615               
5322.000000              1.985947                 322.679780               183852.696123            360.073236               
5323.000000              1.986117                 322.686270               183872.132570            360.076857               
5324.000000              1.986287                 322.692760               183891.570682            360.080478               
5325.000000              1.986457                 322.699250               183911.010457            360.084099               
5326.000000              1.986627                 322.705740               183930.451897            360.087720               
5327.000000              1.986797                 322.712230               183949.895000            360.091341               
5328.000000              1.986967                 322.718720               183969.339768            360.094962               
5329.000000              1.987137                 322.725210               183988.786200            360.098583               
5330.000000              1.987308                 322.731700               184008.234296            360.102204               
5331.000000              1.987478                 322.738190               184027.684057            360.105824               
5332.000000              1.987648                 322.744680               184047.135483            360.109445               
5333.000000              1.987818                 322.751170               184066.588574            360.113066               
5334.000000              1.987988                 322.757660               184086.043329            360.116686               
5335.000000              1.988158                 322.764150               184105.499749            360.120307               
5336.000000              1.988328                 322.770640               184124.957835            360.123927               
5337.000000              1.988498                 322.777130               184144.417586            360.127548               
5338.000000              1.988669                 322.783620               184163.879002            360.131168               
5339.000000              1.988839                 322.790110               184183.342083            360.134789               
5340.000000              1.989009                 322.796600               184202.806830            360.138409               
5341.000000              1.989179                 322.803090               184222.273243            360.142030               
5342.000000              1.989349                 322.809580               184241.741321            360.145650               
5343.000000              1.989520                 322.816070               184261.211066            360.149270               
5344.000000              1.989690                 322.822560               184280.682476            360.152891               
5345.000000              1.989860                 322.829050               184300.155552            360.156511               
5346.000000              1.990030                 322.835540               184319.630295            360.160131               
5347.000000              1.990201                 322.842030               184339.106704            360.163751               
5348.000000              1.990371                 322.848520               184358.584779            360.167371               
5349.000000              1.990541                 322.855010               184378.064521            360.170991               
5350.000000              1.990712                 322.861500               184397.545930            360.174611               
5351.000000              1.990882                 322.867990               184417.029005            360.178231               
5352.000000              1.991052                 322.874480               184436.513747            360.181851               
5353.000000              1.991222                 322.880970               184456.000156            360.185471               
5354.000000              1.991393                 322.887460               184475.488232            360.189091               
5355.000000              1.991563                 322.893950               184494.977975            360.192711               
5356.000000              1.991734                 322.900440               184514.469386            360.196331               
5357.000000              1.991904                 322.906930               184533.962464            360.199951               
5358.000000              1.992074                 322.913420               184553.457209            360.203570               
5359.000000              1.992245                 322.919910               184572.953623            360.207190               
5360.000000              1.992415                 322.926400               184592.451703            360.210810               
5361.000000              1.992586                 322.932890               184611.951452            360.214429               
5362.000000              1.992756                 322.939380               184631.452869            360.218049               
5363.000000              1.992926                 322.945870               184650.955953            360.221669               
5364.000000              1.993097                 322.952360               184670.460706            360.225288               
5365.000000              1.993267                 322.958850               184689.967127            360.228908               
5366.000000              1.993438                 322.965340               184709.475217            360.232527               
5367.000000              1.993608                 322.971830               184728.984975            360.236147               
5368.000000              1.993779                 322.978320               184748.496401            360.239766               
5369.000000              1.993949                 322.984810               184768.009497            360.243385               
5370.000000              1.994120                 322.991300               184787.524261            360.247005               
5371.000000              1.994290                 322.997790               184807.040694            360.250624               
5372.000000              1.994461                 323.004280               184826.558796            360.254243               
5373.000000              1.994632                 323.010770               184846.078567            360.257862               
5374.000000              1.994802                 323.017260               184865.600008            360.261482               
5375.000000              1.994973                 323.023750               184885.123117            360.265101               
5376.000000              1.995143                 323.030240               184904.647897            360.268720               
5377.000000              1.995314                 323.036730               184924.174346            360.272339               
5378.000000              1.995485                 323.043220               184943.702464            360.275958               
5379.000000              1.995655                 323.049710               184963.232253            360.279577               
5380.000000              1.995826                 323.056200               184982.763711            360.283196               
5381.000000              1.995996                 323.062690               185002.296839            360.286815               
5382.000000              1.996167                 323.069180               185021.831638            360.290434               
5383.000000              1.996338                 323.075670               185041.368106            360.294052               
5384.000000              1.996508                 323.082160               185060.906245            360.297671               
5385.000000              1.996679                 323.088650               185080.446055            360.301290               
5386.000000              1.996850                 323.095140               185099.987535            360.304909               
5387.000000              1.997021                 323.101630               185119.530686            360.308527               
5388.000000              1.997191                 323.108120               185139.075507            360.312146               
5389.000000              1.997362                 323.114610               185158.621999            360.315765               
5390.000000              1.997533                 323.121100               185178.170163            360.319383               
5391.000000              1.997704                 323.127590               185197.719997            360.323002               
5392.000000              1.997874                 323.134080               185217.271503            360.326620               
5393.000000              1.998045                 323.140570               185236.824680            360.330239               
5394.000000              1.998216                 323.147060               185256.379529            360.333857               
5395.000000              1.998387                 323.153550               185275.936049            360.337476               
5396.000000              1.998558                 323.160040               185295.494240            360.341094               
5397.000000              1.998728                 323.166530               185315.054104            360.344712               
5398.000000              1.998899                 323.173020               185334.615639            360.348331               
5399.000000              1.999070                 323.179510               185354.178847            360.351949               
5400.000000              1.999241                 323.186000               185373.743726            360.355567               
5401.000000              1.999412                 323.192490               185393.310278            360.359185               
5402.000000              1.999583                 323.198980               185412.878502            360.362804               
5403.000000              1.999754                 323.205470               185432.448398            360.366422               
5404.000000              1.999924                 323.211960               185452.019967            360.370040               
5405.000000              2.000095                 323.218450               185471.593209            360.373658               
5406.000000              2.000266                 323.224940               185491.168123            360.377276               
5407.000000              2.000437                 323.231430               185510.744710            360.380894               
5408.000000              2.000608                 323.237920               185530.322970            360.384512               
5409.000000              2.000779                 323.244410               185549.902903            360.388130               
5410.000000              2.000950                 323.250900               185569.484510            360.391747               
5411.000000              2.001121                 323.257390               185589.067789            360.395365               
5412.000000              2.001292                 323.263880               185608.652743            360.398983               
5413.000000              2.001463                 323.270370               185628.239369            360.402601               
5414.000000              2.001634                 323.276860               185647.827669            360.406219               
5415.000000              2.001805                 323.283350               185667.417643            360.409836               
5416.000000              2.001976                 323.289840               185687.009291            360.413454               
5417.000000              2.002147                 323.296330               185706.602613            360.417071               
5418.000000              2.002318                 323.302820               185726.197609            360.420689               
5419.000000              2.002489                 323.309310               185745.794279            360.424307               
5420.000000              2.002661                 323.315800               185765.392623            360.427924               
5421.000000              2.002832                 323.322290               185784.992642            360.431542               
5422.000000              2.003003                 323.328780               185804.594335            360.435159               
5423.000000              2.003174                 323.335270               185824.197703            360.438776               
5424.000000              2.003345                 323.341760               185843.802746            360.442394               
5425.000000              2.003516                 323.348250               185863.409463            360.446011               
5426.000000              2.003687                 323.354740               185883.017855            360.449628               
5427.000000              2.003858                 323.361230               185902.627923            360.453246               
5428.000000              2.004030                 323.367720               185922.239665            360.456863               
5429.000000              2.004201                 323.374210               185941.853083            360.460480               
5430.000000              2.004372                 323.380700               185961.468176            360.464097               
5431.000000              2.004543                 323.387190               185981.084945            360.467714               
5432.000000              2.004714                 323.393680               186000.703389            360.471331               
5433.000000              2.004886                 323.400170               186020.323509            360.474948               
5434.000000              2.005057                 323.406660               186039.945305            360.478565               
5435.000000              2.005228                 323.413150               186059.568776            360.482182               
5436.000000              2.005399                 323.419640               186079.193924            360.485799               
5437.000000              2.005571                 323.426130               186098.820748            360.489416               
5438.000000              2.005742                 323.432620               186118.449248            360.493033               
