FlightTime [s]           Gamma                    Chi                      
125.599997               0.002895                 0.009469                 
125.609997               0.002895                 0.009449                 
125.619997               0.002896                 0.009429                 
125.629997               0.002897                 0.009408                 
125.639997               0.002897                 0.009388                 
125.649997               0.002898                 0.009368                 
125.659997               0.002898                 0.009348                 
125.669997               0.002899                 0.009328                 
125.679997               0.002900                 0.009308                 
125.689997               0.002900                 0.009288                 
125.699997               0.002901                 0.009268                 
125.709997               0.002902                 0.009248                 
125.719997               0.002902                 0.009228                 
125.729997               0.002903                 0.009208                 
125.739997               0.002904                 0.009188                 
125.749997               0.002904                 0.009168                 
125.759997               0.002905                 0.009149                 
125.769997               0.002906                 0.009129                 
125.779997               0.002906                 0.009109                 
125.789997               0.002907                 0.009089                 
125.799997               0.002908                 0.009070                 
125.809997               0.002908                 0.009050                 
125.819997               0.002909                 0.009030                 
125.829997               0.002910                 0.009011                 
125.839997               0.002911                 0.008991                 
125.849997               0.002911                 0.008972                 
125.859997               0.002912                 0.008952                 
125.869997               0.002913                 0.008932                 
125.879997               0.002913                 0.008913                 
125.889997               0.002914                 0.008893                 
125.899997               0.002915                 0.008874                 
125.909997               0.002916                 0.008855                 
125.919997               0.002916                 0.008835                 
125.929997               0.002917                 0.008816                 
125.939997               0.002918                 0.008797                 
125.949997               0.002918                 0.008777                 
125.959997               0.002919                 0.008758                 
125.969997               0.002920                 0.008739                 
125.979997               0.002921                 0.008719                 
125.989997               0.002921                 0.008700                 
125.999997               0.002922                 0.008681                 
126.009997               0.002923                 0.008662                 
126.019997               0.002923                 0.008643                 
126.029997               0.002924                 0.008624                 
126.039997               0.002925                 0.008604                 
126.049997               0.002925                 0.008585                 
126.059997               0.002926                 0.008566                 
126.069997               0.002927                 0.008547                 
126.079997               0.002928                 0.008528                 
126.089997               0.002928                 0.008509                 
126.099997               0.002929                 0.008490                 
126.109997               0.002930                 0.008471                 
126.119997               0.002930                 0.008452                 
126.129997               0.002931                 0.008434                 
126.139997               0.002932                 0.008415                 
126.149997               0.002932                 0.008396                 
126.159997               0.002933                 0.008377                 
126.169997               0.002934                 0.008358                 
126.179997               0.002934                 0.008339                 
126.189997               0.002935                 0.008321                 
126.199997               0.002936                 0.008302                 
126.209997               0.002936                 0.008283                 
126.219997               0.002937                 0.008265                 
126.229997               0.002938                 0.008246                 
126.239997               0.002938                 0.008227                 
126.249997               0.002939                 0.008209                 
126.259997               0.002939                 0.008190                 
126.269997               0.002940                 0.008171                 
126.279997               0.002941                 0.008153                 
126.289997               0.002941                 0.008134                 
126.299997               0.002942                 0.008116                 
126.309997               0.002943                 0.008097                 
126.319997               0.002943                 0.008079                 
126.329997               0.002944                 0.008061                 
126.339997               0.002944                 0.008042                 
126.349997               0.002945                 0.008024                 
126.359997               0.002946                 0.008005                 
126.369997               0.002946                 0.007987                 
126.379997               0.002947                 0.007969                 
126.389997               0.002947                 0.007951                 
126.399997               0.002948                 0.007932                 
126.409997               0.002949                 0.007914                 
126.419997               0.002949                 0.007896                 
126.429997               0.002950                 0.007878                 
126.439997               0.002951                 0.007860                 
126.449997               0.002951                 0.007841                 
126.459997               0.002952                 0.007823                 
126.469997               0.002952                 0.007805                 
126.479997               0.002953                 0.007787                 
126.489997               0.002954                 0.007769                 
126.499997               0.002954                 0.007751                 
126.509997               0.002955                 0.007733                 
126.519997               0.002956                 0.007715                 
126.529997               0.002956                 0.007697                 
126.539997               0.002957                 0.007680                 
126.549997               0.002957                 0.007662                 
126.559997               0.002958                 0.007644                 
126.569997               0.002959                 0.007626                 
126.579997               0.002959                 0.007608                 
126.589997               0.002960                 0.007590                 
126.599997               0.002961                 0.007573                 
126.609997               0.002961                 0.007555                 
126.619997               0.002962                 0.007537                 
126.629997               0.002963                 0.007520                 
126.639997               0.002963                 0.007502                 
126.649997               0.002964                 0.007484                 
126.659997               0.002965                 0.007467                 
126.669997               0.002965                 0.007449                 
126.679997               0.002966                 0.007432                 
126.689997               0.002967                 0.007414                 
126.699997               0.002967                 0.007397                 
126.709997               0.002968                 0.007379                 
126.719997               0.002969                 0.007362                 
126.729997               0.002970                 0.007345                 
126.739997               0.002970                 0.007327                 
126.749997               0.002971                 0.007310                 
126.759997               0.002972                 0.007292                 
126.769997               0.002972                 0.007275                 
126.779997               0.002973                 0.007258                 
126.789997               0.002974                 0.007241                 
126.799997               0.002974                 0.007223                 
126.809997               0.002975                 0.007206                 
126.819997               0.002976                 0.007189                 
126.829997               0.002977                 0.007172                 
126.839997               0.002977                 0.007155                 
126.849997               0.002978                 0.007138                 
126.859997               0.002979                 0.007121                 
126.869997               0.002979                 0.007104                 
126.879997               0.002980                 0.007087                 
126.889997               0.002981                 0.007070                 
126.899997               0.002982                 0.007053                 
126.909997               0.002982                 0.007036                 
126.919997               0.002983                 0.007019                 
126.929997               0.002984                 0.007002                 
126.939997               0.002984                 0.006985                 
126.949997               0.002985                 0.006968                 
126.959997               0.002986                 0.006951                 
126.969997               0.002987                 0.006934                 
126.979997               0.002987                 0.006918                 
126.989997               0.002988                 0.006901                 
126.999997               0.002989                 0.006884                 
127.009997               0.002989                 0.006867                 
127.019997               0.002990                 0.006851                 
127.029997               0.002991                 0.006834                 
127.039997               0.002992                 0.006817                 
127.049997               0.002992                 0.006801                 
127.059997               0.002993                 0.006784                 
127.069997               0.002994                 0.006768                 
127.079997               0.002994                 0.006751                 
127.089997               0.002995                 0.006735                 
127.099997               0.002996                 0.006718                 
127.109997               0.002996                 0.006702                 
127.119997               0.002997                 0.006685                 
127.129997               0.002998                 0.006669                 
127.139997               0.002998                 0.006652                 
127.149997               0.002999                 0.006636                 
127.159997               0.003000                 0.006620                 
127.169997               0.003000                 0.006603                 
127.179997               0.003001                 0.006587                 
127.189997               0.003002                 0.006571                 
127.199997               0.003002                 0.006555                 
127.209997               0.003003                 0.006538                 
127.219997               0.003004                 0.006522                 
127.229997               0.003004                 0.006506                 
127.239997               0.003005                 0.006490                 
127.249997               0.003006                 0.006474                 
127.259997               0.003006                 0.006458                 
127.269997               0.003007                 0.006442                 
127.279997               0.003008                 0.006426                 
127.289997               0.003008                 0.006410                 
127.299997               0.003009                 0.006394                 
127.309997               0.003010                 0.006378                 
127.319997               0.003010                 0.006362                 
127.329997               0.003011                 0.006346                 
127.339997               0.003012                 0.006330                 
127.349997               0.003012                 0.006314                 
127.359997               0.003013                 0.006298                 
127.369997               0.003014                 0.006282                 
127.379997               0.003014                 0.006266                 
127.389997               0.003015                 0.006251                 
127.399997               0.003016                 0.006235                 
127.409997               0.003016                 0.006219                 
127.419997               0.003017                 0.006204                 
127.429997               0.003018                 0.006188                 
127.439997               0.003018                 0.006172                 
127.449997               0.003019                 0.006157                 
127.459997               0.003019                 0.006141                 
127.469997               0.003020                 0.006125                 
127.479997               0.003021                 0.006110                 
127.489997               0.003021                 0.006094                 
127.499997               0.003022                 0.006079                 
127.509997               0.003023                 0.006063                 
127.519997               0.003023                 0.006048                 
127.529997               0.003024                 0.006033                 
127.539997               0.003025                 0.006017                 
127.549997               0.003025                 0.006002                 
127.559997               0.003026                 0.005986                 
127.569997               0.003027                 0.005971                 
127.579997               0.003027                 0.005956                 
127.589997               0.003028                 0.005941                 
127.599997               0.003029                 0.005925                 
127.609997               0.003029                 0.005910                 
127.619997               0.003030                 0.005895                 
127.629997               0.003031                 0.005880                 
127.639997               0.003031                 0.005865                 
127.649997               0.003032                 0.005850                 
127.659997               0.003033                 0.005834                 
127.669997               0.003033                 0.005819                 
127.679997               0.003034                 0.005804                 
127.689997               0.003035                 0.005789                 
127.699997               0.003035                 0.005774                 
127.709997               0.003036                 0.005759                 
127.719997               0.003037                 0.005744                 
127.729997               0.003037                 0.005730                 
127.739997               0.003038                 0.005715                 
127.749997               0.003039                 0.005700                 
127.759997               0.003039                 0.005685                 
127.769997               0.003040                 0.005670                 
127.779997               0.003041                 0.005655                 
127.789997               0.003041                 0.005641                 
127.799997               0.003042                 0.005626                 
127.809997               0.003043                 0.005611                 
127.819997               0.003043                 0.005596                 
127.829997               0.003044                 0.005582                 
127.839997               0.003045                 0.005567                 
127.849997               0.003045                 0.005553                 
127.859997               0.003046                 0.005538                 
127.869997               0.003047                 0.005523                 
127.879997               0.003047                 0.005509                 
127.889997               0.003048                 0.005494                 
127.899997               0.003049                 0.005480                 
127.909997               0.003049                 0.005465                 
127.919997               0.003050                 0.005451                 
127.929997               0.003051                 0.005436                 
127.939997               0.003051                 0.005422                 
127.949997               0.003052                 0.005408                 
127.959997               0.003053                 0.005393                 
127.969997               0.003053                 0.005379                 
127.979997               0.003054                 0.005365                 
127.989997               0.003055                 0.005350                 
127.999997               0.003056                 0.005336                 
128.009997               0.003056                 0.005322                 
128.019997               0.003057                 0.005308                 
128.029997               0.003057                 0.005294                 
128.039997               0.003058                 0.005279                 
128.049997               0.003059                 0.005265                 
128.059997               0.003059                 0.005251                 
128.069997               0.003060                 0.005237                 
128.079997               0.003061                 0.005223                 
128.089997               0.003061                 0.005209                 
128.099997               0.003062                 0.005195                 
128.109997               0.003063                 0.005181                 
128.119997               0.003063                 0.005167                 
128.129997               0.003064                 0.005153                 
128.139997               0.003065                 0.005139                 
128.149997               0.003065                 0.005125                 
128.159997               0.003066                 0.005112                 
128.169997               0.003067                 0.005098                 
128.179997               0.003067                 0.005084                 
128.189997               0.003068                 0.005070                 
128.199997               0.003069                 0.005056                 
128.209997               0.003069                 0.005043                 
128.219997               0.003070                 0.005029                 
128.229997               0.003071                 0.005015                 
128.239997               0.003071                 0.005002                 
128.249997               0.003072                 0.004988                 
128.259997               0.003073                 0.004975                 
128.269997               0.003073                 0.004961                 
128.279997               0.003074                 0.004947                 
128.289997               0.003074                 0.004934                 
128.299997               0.003075                 0.004920                 
128.309997               0.003076                 0.004907                 
128.319997               0.003076                 0.004893                 
128.329997               0.003077                 0.004880                 
128.339997               0.003078                 0.004867                 
128.349997               0.003078                 0.004853                 
128.359997               0.003079                 0.004840                 
128.369997               0.003080                 0.004827                 
128.379997               0.003080                 0.004813                 
128.389997               0.003081                 0.004800                 
128.399997               0.003081                 0.004787                 
128.409997               0.003082                 0.004774                 
128.419997               0.003083                 0.004760                 
128.429997               0.003083                 0.004747                 
128.439997               0.003084                 0.004734                 
128.449997               0.003085                 0.004721                 
128.459997               0.003085                 0.004708                 
128.469997               0.003086                 0.004695                 
128.479997               0.003086                 0.004682                 
128.489997               0.003087                 0.004669                 
128.499997               0.003088                 0.004656                 
128.509997               0.003088                 0.004643                 
128.519997               0.003089                 0.004630                 
128.529997               0.003090                 0.004617                 
128.539997               0.003090                 0.004604                 
128.549997               0.003091                 0.004591                 
128.559997               0.003092                 0.004578                 
128.569997               0.003092                 0.004565                 
128.579997               0.003093                 0.004553                 
128.589997               0.003093                 0.004540                 
128.599997               0.003094                 0.004527                 
128.609997               0.003095                 0.004514                 
128.619997               0.003095                 0.004502                 
128.629997               0.003096                 0.004489                 
128.639997               0.003097                 0.004476                 
128.649997               0.003097                 0.004464                 
128.659997               0.003098                 0.004451                 
128.669997               0.003098                 0.004438                 
128.679997               0.003099                 0.004426                 
128.689997               0.003100                 0.004413                 
128.699997               0.003100                 0.004401                 
128.709997               0.003101                 0.004388                 
128.719997               0.003102                 0.004376                 
128.729997               0.003102                 0.004364                 
128.739997               0.003103                 0.004351                 
128.749997               0.003103                 0.004339                 
128.759997               0.003104                 0.004326                 
128.769997               0.003105                 0.004314                 
128.779997               0.003105                 0.004302                 
128.789997               0.003106                 0.004289                 
128.799997               0.003107                 0.004277                 
128.809997               0.003107                 0.004265                 
128.819997               0.003108                 0.004253                 
128.829997               0.003108                 0.004241                 
128.839997               0.003109                 0.004228                 
128.849997               0.003110                 0.004216                 
128.859997               0.003110                 0.004204                 
128.869997               0.003111                 0.004192                 
128.879997               0.003111                 0.004180                 
128.889997               0.003112                 0.004168                 
128.899997               0.003113                 0.004156                 
128.909997               0.003113                 0.004144                 
128.919997               0.003114                 0.004132                 
128.929997               0.003115                 0.004120                 
128.939997               0.003115                 0.004108                 
128.949997               0.003116                 0.004096                 
128.959997               0.003116                 0.004085                 
128.969997               0.003117                 0.004073                 
128.979997               0.003118                 0.004061                 
128.989997               0.003118                 0.004049                 
128.999997               0.003119                 0.004037                 
129.009997               0.003119                 0.004026                 
129.019997               0.003120                 0.004014                 
129.029997               0.003121                 0.004002                 
129.039997               0.003121                 0.003991                 
129.049997               0.003122                 0.003979                 
129.059997               0.003122                 0.003967                 
129.069997               0.003123                 0.003956                 
129.079997               0.003124                 0.003944                 
129.089997               0.003124                 0.003933                 
129.099997               0.003125                 0.003921                 
129.109997               0.003125                 0.003910                 
129.119997               0.003126                 0.003898                 
129.129997               0.003127                 0.003887                 
129.139997               0.003127                 0.003875                 
129.149997               0.003128                 0.003864                 
129.159997               0.003128                 0.003853                 
129.169997               0.003129                 0.003841                 
129.179997               0.003130                 0.003830                 
129.189997               0.003130                 0.003819                 
129.199997               0.003131                 0.003808                 
129.209997               0.003131                 0.003796                 
129.219997               0.003132                 0.003785                 
129.229997               0.003133                 0.003774                 
129.239997               0.003133                 0.003763                 
129.249997               0.003134                 0.003752                 
129.259997               0.003134                 0.003740                 
129.269997               0.003135                 0.003729                 
129.279997               0.003136                 0.003718                 
129.289997               0.003136                 0.003707                 
129.299997               0.003137                 0.003696                 
129.309997               0.003137                 0.003685                 
129.319997               0.003138                 0.003674                 
129.329997               0.003139                 0.003663                 
129.339997               0.003139                 0.003653                 
129.349997               0.003140                 0.003642                 
129.359997               0.003140                 0.003631                 
129.369997               0.003141                 0.003620                 
129.379997               0.003141                 0.003609                 
129.389997               0.003142                 0.003598                 
129.399997               0.003143                 0.003588                 
129.409997               0.003143                 0.003577                 
129.419997               0.003144                 0.003566                 
129.429997               0.003144                 0.003555                 
129.439997               0.003145                 0.003545                 
129.449997               0.003146                 0.003534                 
129.459997               0.003146                 0.003524                 
129.469997               0.003147                 0.003513                 
129.479997               0.003147                 0.003502                 
129.489997               0.003148                 0.003492                 
129.499997               0.003148                 0.003481                 
129.509997               0.003149                 0.003471                 
129.519997               0.003150                 0.003460                 
129.529997               0.003150                 0.003450                 
129.539997               0.003151                 0.003440                 
129.549997               0.003151                 0.003429                 
129.559997               0.003152                 0.003419                 
129.569997               0.003152                 0.003409                 
129.579997               0.003153                 0.003398                 
129.589997               0.003154                 0.003388                 
129.599997               0.003154                 0.003378                 
129.609997               0.003155                 0.003367                 
129.619997               0.003155                 0.003357                 
129.629997               0.003156                 0.003347                 
129.639997               0.003156                 0.003337                 
129.649997               0.003157                 0.003327                 
129.659997               0.003158                 0.003317                 
129.669997               0.003158                 0.003307                 
129.679997               0.003159                 0.003297                 
129.689997               0.003159                 0.003286                 
129.699997               0.003160                 0.003276                 
129.709997               0.003160                 0.003266                 
129.719997               0.003161                 0.003257                 
129.729997               0.003161                 0.003247                 
129.739997               0.003162                 0.003237                 
129.749997               0.003163                 0.003227                 
129.759997               0.003163                 0.003217                 
129.769997               0.003164                 0.003207                 
129.779997               0.003164                 0.003197                 
129.789997               0.003165                 0.003187                 
129.799997               0.003165                 0.003178                 
129.809997               0.003166                 0.003168                 
129.819997               0.003166                 0.003158                 
129.829997               0.003167                 0.003149                 
129.839997               0.003168                 0.003139                 
129.849997               0.003168                 0.003129                 
129.859997               0.003169                 0.003120                 
129.869997               0.003169                 0.003110                 
129.879997               0.003170                 0.003101                 
129.889997               0.003170                 0.003091                 
129.899997               0.003171                 0.003081                 
129.909997               0.003171                 0.003072                 
129.919997               0.003172                 0.003063                 
129.929997               0.003172                 0.003053                 
129.939997               0.003173                 0.003044                 
129.949997               0.003174                 0.003034                 
129.959997               0.003174                 0.003025                 
129.969997               0.003175                 0.003016                 
129.979997               0.003175                 0.003006                 
129.989997               0.003176                 0.002997                 
129.999997               0.003176                 0.002988                 
130.009997               0.003177                 0.002978                 
130.019997               0.003177                 0.002969                 
130.029997               0.003178                 0.002960                 
130.039997               0.003178                 0.002951                 
130.049997               0.003179                 0.002942                 
130.059997               0.003179                 0.002933                 
130.069997               0.003180                 0.002924                 
130.079997               0.003181                 0.002915                 
130.089997               0.003181                 0.002906                 
130.099997               0.003182                 0.002897                 
130.109997               0.003182                 0.002888                 
130.119997               0.003183                 0.002879                 
130.129997               0.003183                 0.002870                 
130.139997               0.003184                 0.002862                 
130.149997               0.003184                 0.002853                 
130.159997               0.003185                 0.002845                 
130.169997               0.003185                 0.002836                 
130.179997               0.003186                 0.002827                 
130.189997               0.003186                 0.002819                 
130.199997               0.003187                 0.002811                 
130.209997               0.003187                 0.002802                 
130.219997               0.003188                 0.002794                 
130.229997               0.003188                 0.002786                 
130.239997               0.003189                 0.002777                 
130.249997               0.003190                 0.002769                 
130.259997               0.003190                 0.002761                 
130.269997               0.003191                 0.002753                 
130.279997               0.003191                 0.002744                 
130.289997               0.003192                 0.002736                 
130.299997               0.003192                 0.002728                 
130.309997               0.003193                 0.002720                 
130.319997               0.003193                 0.002712                 
130.329997               0.003194                 0.002704                 
130.339997               0.003194                 0.002695                 
130.349997               0.003195                 0.002687                 
130.359997               0.003195                 0.002679                 
130.369997               0.003196                 0.002671                 
130.379997               0.003196                 0.002663                 
130.389997               0.003197                 0.002654                 
130.399997               0.003197                 0.002646                 
130.409997               0.003198                 0.002638                 
130.419997               0.003198                 0.002630                 
130.429997               0.003199                 0.002621                 
130.439997               0.003199                 0.002613                 
130.449997               0.003200                 0.002605                 
130.459997               0.003200                 0.002596                 
130.469997               0.003201                 0.002588                 
130.479997               0.003201                 0.002579                 
130.489997               0.003202                 0.002571                 
130.499997               0.003202                 0.002562                 
130.509997               0.003203                 0.002554                 
130.519997               0.003203                 0.002545                 
130.529997               0.003204                 0.002537                 
130.539997               0.003204                 0.002528                 
130.549997               0.003205                 0.002520                 
130.559997               0.003205                 0.002511                 
130.569997               0.003206                 0.002503                 
130.579997               0.003207                 0.002494                 
130.589997               0.003207                 0.002485                 
130.599997               0.003208                 0.002477                 
130.609997               0.003208                 0.002468                 
130.619997               0.003209                 0.002459                 
130.629997               0.003210                 0.002451                 
130.639997               0.003210                 0.002442                 
130.649997               0.003211                 0.002434                 
130.659997               0.003212                 0.002425                 
130.669997               0.003212                 0.002416                 
130.679997               0.003213                 0.002408                 
130.689997               0.003214                 0.002399                 
130.699997               0.003214                 0.002391                 
130.709997               0.003215                 0.002382                 
130.719997               0.003216                 0.002373                 
130.729997               0.003217                 0.002365                 
130.739997               0.003217                 0.002356                 
130.749997               0.003218                 0.002348                 
130.759997               0.003219                 0.002340                 
130.769997               0.003220                 0.002331                 
130.779997               0.003220                 0.002323                 
130.789997               0.003221                 0.002314                 
130.799997               0.003222                 0.002306                 
130.809997               0.003223                 0.002298                 
130.819997               0.003223                 0.002290                 
130.829997               0.003224                 0.002281                 
130.839997               0.003225                 0.002273                 
130.849997               0.003226                 0.002265                 
130.859997               0.003227                 0.002257                 
130.869997               0.003227                 0.002249                 
130.879997               0.003228                 0.002241                 
130.889997               0.003229                 0.002233                 
130.899997               0.003230                 0.002225                 
130.909997               0.003230                 0.002217                 
130.919997               0.003231                 0.002209                 
130.929997               0.003232                 0.002201                 
130.939997               0.003232                 0.002193                 
130.949997               0.003233                 0.002186                 
130.959997               0.003234                 0.002178                 
130.969997               0.003234                 0.002170                 
130.979997               0.003235                 0.002162                 
130.989997               0.003236                 0.002155                 
130.999997               0.003236                 0.002147                 
131.009997               0.003237                 0.002139                 
131.019997               0.003237                 0.002132                 
131.029997               0.003238                 0.002124                 
131.039997               0.003238                 0.002117                 
131.049997               0.003239                 0.002109                 
131.059997               0.003239                 0.002101                 
131.069997               0.003240                 0.002094                 
131.079997               0.003240                 0.002086                 
131.089997               0.003241                 0.002079                 
131.099997               0.003241                 0.002071                 
131.109997               0.003241                 0.002064                 
131.119997               0.003242                 0.002056                 
131.129997               0.003242                 0.002049                 
131.139997               0.003242                 0.002041                 
131.149997               0.003242                 0.002034                 
131.159997               0.003243                 0.002026                 
131.169997               0.003243                 0.002019                 
131.179997               0.003243                 0.002011                 
131.189997               0.003243                 0.002004                 
131.199997               0.003243                 0.001996                 
131.209997               0.003243                 0.001989                 
131.219997               0.003243                 0.001981                 
131.229997               0.003243                 0.001973                 
131.239997               0.003243                 0.001966                 
131.249997               0.003243                 0.001958                 
131.259997               0.003243                 0.001951                 
131.269997               0.003243                 0.001943                 
131.279997               0.003243                 0.001936                 
131.289997               0.003243                 0.001928                 
131.299997               0.003243                 0.001920                 
131.309997               0.003243                 0.001913                 
131.319997               0.003243                 0.001905                 
131.329997               0.003243                 0.001898                 
131.339997               0.003243                 0.001890                 
131.349997               0.003243                 0.001882                 
131.359997               0.003243                 0.001875                 
131.369997               0.003243                 0.001867                 
131.379997               0.003243                 0.001860                 
131.389997               0.003243                 0.001852                 
131.399997               0.003243                 0.001844                 
131.409997               0.003243                 0.001837                 
131.419997               0.003243                 0.001829                 
131.429997               0.003243                 0.001821                 
131.439997               0.003243                 0.001814                 
131.449997               0.003244                 0.001806                 
131.459997               0.003244                 0.001799                 
131.469997               0.003244                 0.001791                 
131.479997               0.003244                 0.001783                 
131.489997               0.003244                 0.001776                 
131.499997               0.003244                 0.001768                 
131.509997               0.003245                 0.001761                 
131.519997               0.003245                 0.001753                 
