Time [s]                 AoA                      AoS                      CA                       CM                       CW                       CZ                       CX                       F_x                      F_y                      F_z                      
6.210000                 0.094709                 -0.000002                0.450892                 0.000086                 0.037653                 -0.452432                0.005156                 1670.897143              -1.434282                -146617.430766           
6.220000                 0.094709                 -0.000002                0.450892                 0.000084                 0.037652                 -0.452432                0.005156                 1670.911640              -1.437952                -146617.481652           
6.230000                 0.094709                 -0.000002                0.450893                 0.000081                 0.037652                 -0.452433                0.005156                 1670.943641              -1.441448                -146617.716943           
6.240000                 0.094708                 -0.000002                0.450895                 0.000078                 0.037652                 -0.452435                0.005156                 1670.992411              -1.444760                -146618.128856           
6.250000                 0.094708                 -0.000002                0.450897                 0.000075                 0.037652                 -0.452437                0.005157                 1671.057181              -1.447879                -146618.709237           
6.260000                 0.094708                 -0.000002                0.450900                 0.000072                 0.037652                 -0.452440                0.005157                 1671.137150              -1.450799                -146619.449584           
6.270000                 0.094708                 -0.000002                0.450903                 0.000069                 0.037652                 -0.452443                0.005157                 1671.231486              -1.453511                -146620.341087           
6.280000                 0.094708                 -0.000002                0.450906                 0.000065                 0.037652                 -0.452446                0.005157                 1671.339331              -1.456012                -146621.374653           
6.290000                 0.094709                 -0.000002                0.450910                 0.000062                 0.037652                 -0.452450                0.005158                 1671.459803              -1.458296                -146622.540945           
6.300000                 0.094709                 -0.000002                0.450914                 0.000058                 0.037652                 -0.452454                0.005158                 1671.591999              -1.460361                -146623.830408           
6.310000                 0.094710                 -0.000002                0.450919                 0.000054                 0.037653                 -0.452459                0.005159                 1671.735001              -1.462204                -146625.233307           
6.320000                 0.094710                 -0.000002                0.450924                 0.000050                 0.037653                 -0.452464                0.005159                 1671.887874              -1.463825                -146626.739755           
6.330000                 0.094711                 -0.000002                0.450929                 0.000046                 0.037653                 -0.452469                0.005160                 1672.049672              -1.465223                -146628.339750           
6.340000                 0.094711                 -0.000002                0.450934                 0.000042                 0.037653                 -0.452474                0.005160                 1672.219442              -1.466400                -146630.023203           
6.350000                 0.094712                 -0.000002                0.450940                 0.000038                 0.037654                 -0.452480                0.005161                 1672.396224              -1.467358                -146631.779971           
6.360000                 0.094713                 -0.000002                0.450946                 0.000034                 0.037654                 -0.452486                0.005161                 1672.579057              -1.468099                -146633.599893           
6.370000                 0.094714                 -0.000002                0.450952                 0.000030                 0.037654                 -0.452492                0.005162                 1672.766979              -1.468628                -146635.472811           
6.380000                 0.094715                 -0.000002                0.450958                 0.000025                 0.037655                 -0.452498                0.005162                 1672.959033              -1.468950                -146637.388612           
6.390000                 0.094716                 -0.000002                0.450965                 0.000021                 0.037655                 -0.452505                0.005163                 1673.154269              -1.469069                -146639.337249           
6.400000                 0.094717                 -0.000002                0.450971                 0.000017                 0.037656                 -0.452511                0.005164                 1673.351742              -1.468993                -146641.308772           
6.410000                 0.094718                 -0.000002                0.450977                 0.000013                 0.037656                 -0.452517                0.005164                 1673.550522              -1.468729                -146643.293359           
6.420000                 0.094719                 -0.000002                0.450984                 0.000009                 0.037657                 -0.452524                0.005165                 1673.749694              -1.468285                -146645.281340           
6.430000                 0.094720                 -0.000002                0.450990                 0.000005                 0.037657                 -0.452530                0.005166                 1673.948356              -1.467669                -146647.263227           
6.440000                 0.094721                 -0.000002                0.450997                 0.000001                 0.037658                 -0.452537                0.005166                 1674.145629              -1.466891                -146649.229733           
6.450000                 0.094722                 -0.000002                0.451003                 -0.000003                0.037658                 -0.452543                0.005167                 1674.340652              -1.465960                -146651.171802           
6.460000                 0.094723                 -0.000002                0.451009                 -0.000007                0.037658                 -0.452549                0.005167                 1674.532590              -1.464887                -146653.080630           
6.470000                 0.094724                 -0.000002                0.451015                 -0.000011                0.037659                 -0.452555                0.005168                 1674.720632              -1.463682                -146654.947687           
6.480000                 0.094725                 -0.000002                0.451021                 -0.000015                0.037659                 -0.452561                0.005169                 1674.903997              -1.462356                -146656.764737           
6.490000                 0.094726                 -0.000002                0.451027                 -0.000018                0.037660                 -0.452567                0.005169                 1675.081932              -1.460920                -146658.523858           
6.500000                 0.094727                 -0.000002                0.451032                 -0.000022                0.037660                 -0.452572                0.005170                 1675.253714              -1.459387                -146660.217461           
6.510000                 0.094728                 -0.000002                0.451038                 -0.000025                0.037661                 -0.452578                0.005170                 1675.418655              -1.457768                -146661.838304           
6.520000                 0.094728                 -0.000002                0.451043                 -0.000028                0.037661                 -0.452583                0.005171                 1675.576100              -1.456074                -146663.379511           
6.530000                 0.094729                 -0.000002                0.451048                 -0.000031                0.037661                 -0.452588                0.005171                 1675.725431              -1.454318                -146664.834584           
6.540000                 0.094730                 -0.000002                0.451052                 -0.000034                0.037662                 -0.452592                0.005171                 1675.866065              -1.452511                -146666.197415           
6.550000                 0.094731                 -0.000002                0.451056                 -0.000037                0.037662                 -0.452596                0.005172                 1675.997459              -1.450666                -146667.462300           
6.560000                 0.094731                 -0.000002                0.451060                 -0.000040                0.037662                 -0.452600                0.005172                 1676.119108              -1.448794                -146668.623946           
6.570000                 0.094732                 -0.000002                0.451064                 -0.000042                0.037663                 -0.452604                0.005173                 1676.230547              -1.446908                -146669.677480           
6.580000                 0.094733                 -0.000002                0.451067                 -0.000044                0.037663                 -0.452607                0.005173                 1676.331350              -1.445017                -146670.618458           
6.590000                 0.094733                 -0.000002                0.451070                 -0.000046                0.037663                 -0.452610                0.005173                 1676.421134              -1.443135                -146671.442867           
6.600000                 0.094734                 -0.000002                0.451072                 -0.000048                0.037663                 -0.452613                0.005173                 1676.499557              -1.441271                -146672.147134           
6.610000                 0.094734                 -0.000002                0.451075                 -0.000050                0.037663                 -0.452615                0.005174                 1676.566318              -1.439436                -146672.728124           
6.620000                 0.094734                 -0.000002                0.451076                 -0.000051                0.037663                 -0.452616                0.005174                 1676.621159              -1.437640                -146673.183145           
6.630000                 0.094734                 -0.000002                0.451078                 -0.000053                0.037664                 -0.452618                0.005174                 1676.663861              -1.435894                -146673.509945           
6.640000                 0.094734                 -0.000002                0.451079                 -0.000054                0.037664                 -0.452619                0.005174                 1676.694252              -1.434206                -146673.706714           
6.650000                 0.094734                 -0.000002                0.451079                 -0.000055                0.037664                 -0.452619                0.005174                 1676.712195              -1.432585                -146673.772079           
6.660000                 0.094734                 -0.000002                0.451079                 -0.000056                0.037664                 -0.452619                0.005174                 1676.717600              -1.431040                -146673.705100           
6.670000                 0.094734                 -0.000002                0.451079                 -0.000056                0.037664                 -0.452619                0.005174                 1676.710415              -1.429578                -146673.505268           
6.680000                 0.094734                 -0.000002                0.451078                 -0.000057                0.037663                 -0.452618                0.005174                 1676.690628              -1.428207                -146673.172494           
6.690000                 0.094734                 -0.000002                0.451077                 -0.000057                0.037663                 -0.452617                0.005174                 1676.658268              -1.426933                -146672.707106           
6.700000                 0.094733                 -0.000002                0.451076                 -0.000057                0.037663                 -0.452616                0.005174                 1676.613399              -1.425762                -146672.109838           
6.710000                 0.094733                 -0.000002                0.451074                 -0.000057                0.037663                 -0.452614                0.005174                 1676.556128              -1.424700                -146671.381821           
6.720000                 0.094733                 -0.000002                0.451071                 -0.000057                0.037663                 -0.452611                0.005173                 1676.486595              -1.423750                -146670.524572           
6.730000                 0.094732                 -0.000002                0.451069                 -0.000056                0.037662                 -0.452609                0.005173                 1676.404977              -1.422919                -146669.539984           
6.740000                 0.094731                 -0.000002                0.451066                 -0.000056                0.037662                 -0.452606                0.005173                 1676.311485              -1.422208                -146668.430310           
6.750000                 0.094730                 -0.000002                0.451062                 -0.000055                0.037662                 -0.452602                0.005173                 1676.206363              -1.421621                -146667.198153           
6.760000                 0.094730                 -0.000002                0.451058                 -0.000054                0.037661                 -0.452598                0.005172                 1676.089888              -1.421160                -146665.846450           
6.770000                 0.094729                 -0.000002                0.451054                 -0.000053                0.037661                 -0.452594                0.005172                 1675.962366              -1.420826                -146664.378460           
6.780000                 0.094728                 -0.000002                0.451050                 -0.000052                0.037660                 -0.452590                0.005171                 1675.824132              -1.420621                -146662.797742           
6.790000                 0.094727                 -0.000002                0.451045                 -0.000050                0.037660                 -0.452585                0.005171                 1675.675551              -1.420544                -146661.108146           
6.800000                 0.094725                 -0.000002                0.451040                 -0.000049                0.037659                 -0.452579                0.005171                 1675.517010              -1.420596                -146659.313791           
6.810000                 0.094724                 -0.000002                0.451034                 -0.000047                0.037659                 -0.452574                0.005170                 1675.348923              -1.420776                -146657.419049           
6.820000                 0.094723                 -0.000002                0.451028                 -0.000046                0.037658                 -0.452568                0.005169                 1675.171724              -1.421082                -146655.428531           
6.830000                 0.094722                 -0.000002                0.451022                 -0.000044                0.037658                 -0.452562                0.005169                 1674.985871              -1.421512                -146653.347061           
6.840000                 0.094720                 -0.000002                0.451016                 -0.000042                0.037657                 -0.452556                0.005168                 1674.791837              -1.422063                -146651.179665           
6.850000                 0.094719                 -0.000002                0.451009                 -0.000040                0.037656                 -0.452549                0.005168                 1674.590116              -1.422733                -146648.931549           
6.860000                 0.094717                 -0.000002                0.451002                 -0.000038                0.037656                 -0.452542                0.005167                 1674.381216              -1.423518                -146646.608077           
6.870000                 0.094716                 -0.000002                0.450995                 -0.000036                0.037655                 -0.452535                0.005166                 1674.165656              -1.424414                -146644.214760           
6.880000                 0.094714                 -0.000002                0.450988                 -0.000034                0.037654                 -0.452528                0.005166                 1673.943971              -1.425417                -146641.757227           
6.890000                 0.094712                 -0.000002                0.450981                 -0.000031                0.037653                 -0.452520                0.005165                 1673.716703              -1.426522                -146639.241213           
6.900000                 0.094711                 -0.000002                0.450973                 -0.000029                0.037653                 -0.452513                0.005164                 1673.484403              -1.427724                -146636.672538           
6.910000                 0.094709                 -0.000002                0.450965                 -0.000027                0.037652                 -0.452505                0.005164                 1673.247628              -1.429018                -146634.057086           
6.920000                 0.094707                 -0.000002                0.450957                 -0.000024                0.037651                 -0.452497                0.005163                 1673.006941              -1.430397                -146631.400787           
6.930000                 0.094706                 -0.000002                0.450950                 -0.000022                0.037650                 -0.452489                0.005162                 1672.762905              -1.431855                -146628.709600           
6.940000                 0.094704                 -0.000002                0.450941                 -0.000019                0.037649                 -0.452481                0.005161                 1672.516085              -1.433388                -146625.989491           
6.950000                 0.094702                 -0.000002                0.450933                 -0.000017                0.037649                 -0.452473                0.005161                 1672.267047              -1.434987                -146623.246419           
6.960000                 0.094700                 -0.000002                0.450925                 -0.000014                0.037648                 -0.452465                0.005160                 1672.016351              -1.436647                -146620.486314           
6.970000                 0.094698                 -0.000002                0.450917                 -0.000012                0.037647                 -0.452456                0.005159                 1671.764557              -1.438361                -146617.715063           
6.980000                 0.094696                 -0.000002                0.450909                 -0.000009                0.037646                 -0.452448                0.005158                 1671.512215              -1.440122                -146614.938491           
6.990000                 0.094694                 -0.000002                0.450900                 -0.000007                0.037645                 -0.452440                0.005157                 1671.259871              -1.441923                -146612.162345           
7.000000                 0.094692                 -0.000002                0.450892                 -0.000004                0.037644                 -0.452432                0.005157                 1671.008061              -1.443758                -146609.392279           
7.010000                 0.094691                 -0.000002                0.450884                 -0.000002                0.037643                 -0.452423                0.005156                 1670.757310              -1.445619                -146606.633837           
7.020000                 0.094689                 -0.000002                0.450876                 0.000000                 0.037643                 -0.452415                0.005155                 1670.508132              -1.447500                -146603.892439           
7.030000                 0.094687                 -0.000002                0.450868                 0.000003                 0.037642                 -0.452407                0.005154                 1670.261027              -1.449394                -146601.173366           
7.040000                 0.094685                 -0.000002                0.450860                 0.000005                 0.037641                 -0.452399                0.005154                 1670.016484              -1.451295                -146598.481750           
7.050000                 0.094683                 -0.000002                0.450852                 0.000007                 0.037640                 -0.452391                0.005153                 1669.774971              -1.453196                -146595.822556           
7.060000                 0.094681                 -0.000002                0.450844                 0.000009                 0.037639                 -0.452383                0.005152                 1669.536944              -1.455090                -146593.200574           
7.070000                 0.094679                 -0.000002                0.450837                 0.000011                 0.037638                 -0.452376                0.005151                 1669.302839              -1.456972                -146590.620405           
7.080000                 0.094678                 -0.000002                0.450829                 0.000013                 0.037638                 -0.452368                0.005151                 1669.073074              -1.458836                -146588.086454           
7.090000                 0.094676                 -0.000002                0.450822                 0.000015                 0.037637                 -0.452361                0.005150                 1668.848048              -1.460676                -146585.602916           
7.100000                 0.094674                 -0.000002                0.450815                 0.000017                 0.037636                 -0.452354                0.005149                 1668.628137              -1.462487                -146583.173771           
7.110000                 0.094672                 -0.000002                0.450808                 0.000019                 0.037635                 -0.452347                0.005149                 1668.413699              -1.464263                -146580.802771           
7.120000                 0.094671                 -0.000002                0.450801                 0.000021                 0.037634                 -0.452340                0.005148                 1668.205067              -1.466000                -146578.493439           
7.130000                 0.094669                 -0.000002                0.450794                 0.000022                 0.037634                 -0.452333                0.005147                 1668.002554              -1.467693                -146576.249057           
7.140000                 0.094668                 -0.000002                0.450788                 0.000024                 0.037633                 -0.452327                0.005147                 1667.806448              -1.469338                -146574.072665           
7.150000                 0.094666                 -0.000002                0.450782                 0.000025                 0.037632                 -0.452320                0.005146                 1667.617015              -1.470930                -146571.967053           
7.160000                 0.094664                 -0.000002                0.450776                 0.000027                 0.037632                 -0.452314                0.005146                 1667.434496              -1.472467                -146569.934755           
7.170000                 0.094663                 -0.000002                0.450770                 0.000028                 0.037631                 -0.452309                0.005145                 1667.259108              -1.473945                -146567.978054           
7.180000                 0.094662                 -0.000002                0.450764                 0.000029                 0.037630                 -0.452303                0.005145                 1667.091044              -1.475362                -146566.098971           
7.190000                 0.094660                 -0.000002                0.450759                 0.000030                 0.037630                 -0.452298                0.005144                 1666.930472              -1.476714                -146564.299268           
7.200000                 0.094659                 -0.000002                0.450754                 0.000031                 0.037629                 -0.452293                0.005144                 1666.777535              -1.478000                -146562.580447           
7.210000                 0.094658                 -0.000002                0.450749                 0.000031                 0.037628                 -0.452288                0.005143                 1666.632352              -1.479218                -146560.943750           
7.220000                 0.094656                 -0.000002                0.450745                 0.000032                 0.037628                 -0.452284                0.005143                 1666.495017              -1.480366                -146559.390157           
7.230000                 0.094655                 -0.000002                0.450741                 0.000033                 0.037627                 -0.452279                0.005142                 1666.365601              -1.481444                -146557.920394           
7.240000                 0.094654                 -0.000002                0.450737                 0.000033                 0.037627                 -0.452275                0.005142                 1666.244149              -1.482451                -146556.534929           
7.250000                 0.094653                 -0.000002                0.450733                 0.000033                 0.037626                 -0.452272                0.005142                 1666.130683              -1.483386                -146555.233979           
7.260000                 0.094652                 -0.000002                0.450730                 0.000034                 0.037626                 -0.452268                0.005141                 1666.025202              -1.484250                -146554.017513           
7.270000                 0.094651                 -0.000002                0.450726                 0.000034                 0.037625                 -0.452265                0.005141                 1665.927681              -1.485042                -146552.885255           
7.280000                 0.094650                 -0.000002                0.450723                 0.000034                 0.037625                 -0.452262                0.005141                 1665.838072              -1.485764                -146551.836691           
7.290000                 0.094649                 -0.000002                0.450721                 0.000034                 0.037625                 -0.452259                0.005141                 1665.756308              -1.486417                -146550.871076           
7.300000                 0.094649                 -0.000002                0.450718                 0.000034                 0.037624                 -0.452257                0.005140                 1665.682296              -1.487001                -146549.987437           
7.310000                 0.094648                 -0.000002                0.450716                 0.000033                 0.037624                 -0.452255                0.005140                 1665.615926              -1.487519                -146549.184582           
7.320000                 0.094647                 -0.000002                0.450714                 0.000033                 0.037624                 -0.452253                0.005140                 1665.557066              -1.487972                -146548.461107           
7.330000                 0.094646                 -0.000002                0.450713                 0.000032                 0.037623                 -0.452251                0.005140                 1665.505567              -1.488363                -146547.815406           
7.340000                 0.094646                 -0.000002                0.450711                 0.000032                 0.037623                 -0.452250                0.005140                 1665.461257              -1.488693                -146547.245676           
7.350000                 0.094645                 -0.000002                0.450710                 0.000031                 0.037623                 -0.452248                0.005140                 1665.423952              -1.488965                -146546.749929           
7.360000                 0.094645                 -0.000002                0.450709                 0.000030                 0.037623                 -0.452247                0.005139                 1665.393446              -1.489183                -146546.325999           
7.370000                 0.094644                 -0.000002                0.450708                 0.000030                 0.037622                 -0.452246                0.005139                 1665.369521              -1.489349                -146545.971552           
7.380000                 0.094644                 -0.000002                0.450708                 0.000029                 0.037622                 -0.452246                0.005139                 1665.351942              -1.489466                -146545.684100           
7.390000                 0.094644                 -0.000002                0.450707                 0.000028                 0.037622                 -0.452245                0.005139                 1665.340462              -1.489538                -146545.461005           
7.400000                 0.094643                 -0.000002                0.450707                 0.000027                 0.037622                 -0.452245                0.005139                 1665.334818              -1.489567                -146545.299495           
7.410000                 0.094643                 -0.000002                0.450707                 0.000026                 0.037622                 -0.452245                0.005139                 1665.334738              -1.489558                -146545.196669           
7.420000                 0.094643                 -0.000002                0.450707                 0.000025                 0.037622                 -0.452245                0.005139                 1665.339937              -1.489515                -146545.149515           
7.430000                 0.094643                 -0.000002                0.450707                 0.000023                 0.037622                 -0.452246                0.005139                 1665.350121              -1.489440                -146545.154916           
7.440000                 0.094642                 -0.000002                0.450708                 0.000022                 0.037621                 -0.452246                0.005139                 1665.364989              -1.489338                -146545.209664           
7.450000                 0.094642                 -0.000002                0.450709                 0.000021                 0.037621                 -0.452247                0.005139                 1665.384228              -1.489212                -146545.310467           
7.460000                 0.094642                 -0.000002                0.450709                 0.000020                 0.037621                 -0.452248                0.005140                 1665.407523              -1.489066                -146545.453967           
7.470000                 0.094642                 -0.000002                0.450710                 0.000018                 0.037621                 -0.452248                0.005140                 1665.434551              -1.488905                -146545.636746           
7.480000                 0.094642                 -0.000002                0.450711                 0.000017                 0.037621                 -0.452249                0.005140                 1665.464984              -1.488731                -146545.855338           
7.490000                 0.094642                 -0.000002                0.450712                 0.000015                 0.037621                 -0.452250                0.005140                 1665.498491              -1.488549                -146546.106245           
7.500000                 0.094642                 -0.000002                0.450713                 0.000014                 0.037621                 -0.452252                0.005140                 1665.534740              -1.488362                -146546.385941           
7.510000                 0.094642                 -0.000002                0.450715                 0.000013                 0.037621                 -0.452253                0.005140                 1665.573397              -1.488175                -146546.690888           
7.520000                 0.094642                 -0.000002                0.450716                 0.000011                 0.037621                 -0.452254                0.005140                 1665.614126              -1.487989                -146547.017545           
7.530000                 0.094642                 -0.000002                0.450717                 0.000010                 0.037621                 -0.452255                0.005140                 1665.656593              -1.487809                -146547.362378           
7.540000                 0.094643                 -0.000002                0.450719                 0.000008                 0.037621                 -0.452257                0.005140                 1665.700466              -1.487639                -146547.721875           
7.550000                 0.094643                 -0.000002                0.450720                 0.000007                 0.037621                 -0.452258                0.005141                 1665.745416              -1.487481                -146548.092550           
7.560000                 0.094643                 -0.000002                0.450722                 0.000005                 0.037621                 -0.452260                0.005141                 1665.791116              -1.487338                -146548.470954           
7.570000                 0.094643                 -0.000002                0.450723                 0.000004                 0.037622                 -0.452261                0.005141                 1665.837244              -1.487214                -146548.853692           
7.580000                 0.094643                 -0.000002                0.450725                 0.000002                 0.037622                 -0.452263                0.005141                 1665.883484              -1.487110                -146549.237420           
7.590000                 0.094643                 -0.000002                0.450726                 0.000001                 0.037622                 -0.452264                0.005141                 1665.929527              -1.487030                -146549.618866           
7.600000                 0.094643                 -0.000002                0.450728                 -0.000000                0.037622                 -0.452266                0.005141                 1665.975069              -1.486976                -146549.994830           
7.610000                 0.094643                 -0.000002                0.450729                 -0.000002                0.037622                 -0.452267                0.005141                 1666.019814              -1.486950                -146550.362198           
7.620000                 0.094644                 -0.000002                0.450730                 -0.000003                0.037622                 -0.452269                0.005142                 1666.063477              -1.486955                -146550.717944           
7.630000                 0.094644                 -0.000002                0.450732                 -0.000004                0.037622                 -0.452270                0.005142                 1666.105780              -1.486991                -146551.059145           
7.640000                 0.094644                 -0.000002                0.450733                 -0.000006                0.037622                 -0.452271                0.005142                 1666.146455              -1.487060                -146551.382980           
7.650000                 0.094644                 -0.000002                0.450734                 -0.000007                0.037622                 -0.452273                0.005142                 1666.185247              -1.487165                -146551.686742           
7.660000                 0.094644                 -0.000002                0.450736                 -0.000008                0.037622                 -0.452274                0.005142                 1666.221908              -1.487306                -146551.967843           
7.670000                 0.094644                 -0.000002                0.450737                 -0.000009                0.037622                 -0.452275                0.005142                 1666.256205              -1.487484                -146552.223817           
7.680000                 0.094644                 -0.000002                0.450738                 -0.000010                0.037622                 -0.452276                0.005142                 1666.287917              -1.487699                -146552.452329           
7.690000                 0.094644                 -0.000002                0.450739                 -0.000011                0.037622                 -0.452277                0.005142                 1666.316833              -1.487954                -146552.651177           
7.700000                 0.094644                 -0.000002                0.450739                 -0.000012                0.037622                 -0.452278                0.005143                 1666.342758              -1.488247                -146552.818297           
7.710000                 0.094644                 -0.000002                0.450740                 -0.000013                0.037622                 -0.452278                0.005143                 1666.365510              -1.488579                -146552.951767           
7.720000                 0.094645                 -0.000002                0.450741                 -0.000014                0.037622                 -0.452279                0.005143                 1666.384918              -1.488950                -146553.049809           
7.730000                 0.094645                 -0.000002                0.450741                 -0.000015                0.037622                 -0.452279                0.005143                 1666.400827              -1.489360                -146553.110792           
7.740000                 0.094645                 -0.000002                0.450742                 -0.000016                0.037622                 -0.452280                0.005143                 1666.413097              -1.489809                -146553.133238           
7.750000                 0.094644                 -0.000002                0.450742                 -0.000016                0.037622                 -0.452280                0.005143                 1666.421601              -1.490295                -146553.115816           
7.760000                 0.094644                 -0.000002                0.450742                 -0.000017                0.037622                 -0.452280                0.005143                 1666.426226              -1.490819                -146553.057350           
7.770000                 0.094644                 -0.000002                0.450742                 -0.000018                0.037622                 -0.452280                0.005143                 1666.426874              -1.491379                -146552.956818           
7.780000                 0.094644                 -0.000002                0.450742                 -0.000018                0.037622                 -0.452280                0.005143                 1666.423463              -1.491974                -146552.813350           
7.790000                 0.094644                 -0.000002                0.450742                 -0.000018                0.037622                 -0.452280                0.005143                 1666.415923              -1.492603                -146552.626230           
7.800000                 0.094644                 -0.000002                0.450741                 -0.000019                0.037622                 -0.452279                0.005143                 1666.404200              -1.493265                -146552.394894           
7.810000                 0.094644                 -0.000002                0.450741                 -0.000019                0.037622                 -0.452279                0.005143                 1666.388253              -1.493958                -146552.118933           
7.820000                 0.094643                 -0.000002                0.450740                 -0.000019                0.037622                 -0.452278                0.005143                 1666.368058              -1.494681                -146551.798083           
7.830000                 0.094643                 -0.000002                0.450739                 -0.000020                0.037622                 -0.452277                0.005143                 1666.343603              -1.495432                -146551.432231           
7.840000                 0.094643                 -0.000002                0.450738                 -0.000020                0.037621                 -0.452276                0.005142                 1666.314889              -1.496209                -146551.021410           
