Flight Time              Velocity_abs             posNed_x                 posNed_y                 posNed_z                 phi                      theta                    psi                      
36.079999                0.000000                 6496.157770              15.862008                -5271.018883             0.028394                 0.098062                 0.021662                 
36.089999                0.000000                 6497.957751              15.896225                -5271.024781             0.028366                 0.098063                 0.021675                 
36.099999                0.000000                 6499.757731              15.930470                -5271.030680             0.028339                 0.098063                 0.021688                 
36.109999                0.000000                 6501.557711              15.964742                -5271.036579             0.028311                 0.098064                 0.021701                 
36.119999                0.000000                 6503.357691              15.999043                -5271.042479             0.028283                 0.098064                 0.021713                 
36.129999                0.000000                 6505.157672              16.033371                -5271.048380             0.028255                 0.098064                 0.021726                 
36.139999                0.000000                 6506.957652              16.067726                -5271.054281             0.028228                 0.098065                 0.021739                 
36.149999                0.000000                 6508.757632              16.102110                -5271.060183             0.028200                 0.098065                 0.021752                 
36.159999                0.000000                 6510.557613              16.136520                -5271.066086             0.028172                 0.098066                 0.021764                 
36.169999                0.000000                 6512.357593              16.170959                -5271.071989             0.028144                 0.098066                 0.021777                 
36.179999                0.000000                 6514.157573              16.205425                -5271.077893             0.028117                 0.098067                 0.021790                 
36.189999                0.000000                 6515.957553              16.239918                -5271.083798             0.028089                 0.098067                 0.021802                 
36.199999                0.000000                 6517.757534              16.274439                -5271.089703             0.028061                 0.098067                 0.021815                 
36.209999                0.000000                 6519.557514              16.308987                -5271.095609             0.028034                 0.098068                 0.021828                 
36.219999                0.000000                 6521.357494              16.343563                -5271.101516             0.028006                 0.098068                 0.021840                 
36.229999                0.000000                 6523.157474              16.378167                -5271.107423             0.027978                 0.098068                 0.021853                 
36.239999                0.000000                 6524.957455              16.412797                -5271.113331             0.027950                 0.098069                 0.021866                 
36.249999                0.000000                 6526.757435              16.447455                -5271.119240             0.027923                 0.098069                 0.021878                 
36.259999                0.000000                 6528.557415              16.482140                -5271.125150             0.027895                 0.098070                 0.021891                 
36.269999                0.000000                 6530.357395              16.516853                -5271.131060             0.027867                 0.098070                 0.021903                 
36.279999                0.000000                 6532.157375              16.551593                -5271.136971             0.027840                 0.098070                 0.021916                 
36.289999                0.000000                 6533.957355              16.586360                -5271.142882             0.027812                 0.098071                 0.021928                 
36.299999                0.000000                 6535.757335              16.621154                -5271.148794             0.027784                 0.098071                 0.021941                 
36.309999                0.000000                 6537.557316              16.655975                -5271.154707             0.027757                 0.098071                 0.021953                 
36.319999                0.000000                 6539.357296              16.690824                -5271.160621             0.027729                 0.098072                 0.021966                 
36.329999                0.000000                 6541.157276              16.725700                -5271.166535             0.027701                 0.098072                 0.021978                 
36.339999                0.000000                 6542.957256              16.760602                -5271.172450             0.027673                 0.098073                 0.021991                 
36.349999                0.000000                 6544.757236              16.795532                -5271.178366             0.027646                 0.098073                 0.022003                 
36.359999                0.000000                 6546.557216              16.830489                -5271.184282             0.027618                 0.098073                 0.022015                 
36.369999                0.000000                 6548.357196              16.865473                -5271.190199             0.027590                 0.098074                 0.022028                 
36.379999                0.000000                 6550.157176              16.900484                -5271.196117             0.027563                 0.098074                 0.022040                 
36.389999                0.000000                 6551.957156              16.935522                -5271.202035             0.027535                 0.098074                 0.022053                 
36.399999                0.000000                 6553.757136              16.970587                -5271.207954             0.027507                 0.098075                 0.022065                 
36.409999                0.000000                 6555.557116              17.005679                -5271.213874             0.027480                 0.098075                 0.022077                 
36.419999                0.000000                 6557.357096              17.040798                -5271.219794             0.027452                 0.098075                 0.022090                 
36.429999                0.000000                 6559.157076              17.075943                -5271.225715             0.027424                 0.098075                 0.022102                 
36.439999                0.000000                 6560.957056              17.111115                -5271.231637             0.027396                 0.098076                 0.022114                 
36.449999                0.000000                 6562.757036              17.146315                -5271.237559             0.027369                 0.098076                 0.022126                 
36.459999                0.000000                 6564.557016              17.181541                -5271.243482             0.027341                 0.098076                 0.022139                 
36.469999                0.000000                 6566.356996              17.216793                -5271.249406             0.027313                 0.098077                 0.022151                 
36.479999                0.000000                 6568.156976              17.252073                -5271.255331             0.027286                 0.098077                 0.022163                 
36.489999                0.000000                 6569.956956              17.287379                -5271.261256             0.027258                 0.098077                 0.022175                 
36.499999                0.000000                 6571.756936              17.322712                -5271.267182             0.027230                 0.098078                 0.022187                 
36.509999                0.000000                 6573.556916              17.358071                -5271.273108             0.027203                 0.098078                 0.022200                 
36.519999                0.000000                 6575.356896              17.393457                -5271.279035             0.027175                 0.098078                 0.022212                 
36.529999                0.000000                 6577.156876              17.428870                -5271.284963             0.027147                 0.098079                 0.022224                 
36.539999                0.000000                 6578.956856              17.464309                -5271.290892             0.027120                 0.098079                 0.022236                 
36.549999                0.000000                 6580.756836              17.499775                -5271.296821             0.027092                 0.098079                 0.022248                 
36.559999                0.000000                 6582.556816              17.535267                -5271.302751             0.027064                 0.098079                 0.022260                 
36.569999                0.000000                 6584.356796              17.570786                -5271.308681             0.027037                 0.098080                 0.022272                 
36.579999                0.000000                 6586.156776              17.606331                -5271.314613             0.027009                 0.098080                 0.022284                 
36.589999                0.000000                 6587.956755              17.641902                -5271.320545             0.026981                 0.098080                 0.022296                 
36.599999                0.000000                 6589.756735              17.677500                -5271.326477             0.026954                 0.098081                 0.022308                 
36.609999                0.000000                 6591.556715              17.713125                -5271.332410             0.026926                 0.098081                 0.022320                 
36.619999                0.000000                 6593.356695              17.748775                -5271.338344             0.026898                 0.098081                 0.022332                 
36.629999                0.000000                 6595.156675              17.784452                -5271.344279             0.026870                 0.098081                 0.022344                 
36.639999                0.000000                 6596.956655              17.820156                -5271.350214             0.026843                 0.098082                 0.022356                 
36.649999                0.000000                 6598.756635              17.855885                -5271.356150             0.026815                 0.098082                 0.022368                 
36.659999                0.000000                 6600.556614              17.891641                -5271.362087             0.026787                 0.098082                 0.022380                 
36.669999                0.000000                 6602.356594              17.927423                -5271.368024             0.026760                 0.098083                 0.022392                 
36.679999                0.000000                 6604.156574              17.963231                -5271.373962             0.026732                 0.098083                 0.022404                 
36.689999                0.000000                 6605.956554              17.999066                -5271.379901             0.026704                 0.098083                 0.022416                 
36.699999                0.000000                 6607.756534              18.034926                -5271.385840             0.026677                 0.098083                 0.022428                 
36.709999                0.000000                 6609.556514              18.070813                -5271.391780             0.026649                 0.098084                 0.022440                 
36.719999                0.000000                 6611.356493              18.106725                -5271.397720             0.026621                 0.098084                 0.022451                 
36.729999                0.000000                 6613.156473              18.142664                -5271.403662             0.026594                 0.098084                 0.022463                 
36.739999                0.000000                 6614.956453              18.178629                -5271.409604             0.026566                 0.098085                 0.022475                 
36.749999                0.000000                 6616.756433              18.214620                -5271.415546             0.026538                 0.098085                 0.022487                 
36.759999                0.000000                 6618.556412              18.250636                -5271.421490             0.026510                 0.098085                 0.022499                 
36.769999                0.000000                 6620.356392              18.286679                -5271.427434             0.026483                 0.098086                 0.022510                 
36.779999                0.000000                 6622.156372              18.322747                -5271.433378             0.026455                 0.098086                 0.022522                 
36.789999                0.000000                 6623.956352              18.358842                -5271.439323             0.026427                 0.098086                 0.022534                 
36.799999                0.000000                 6625.756331              18.394962                -5271.445269             0.026400                 0.098086                 0.022546                 
36.809999                0.000000                 6627.556311              18.431108                -5271.451216             0.026372                 0.098087                 0.022557                 
36.819999                0.000000                 6629.356291              18.467280                -5271.457163             0.026344                 0.098087                 0.022569                 
36.829999                0.000000                 6631.156271              18.503478                -5271.463111             0.026317                 0.098087                 0.022581                 
36.839999                0.000000                 6632.956250              18.539701                -5271.469060             0.026289                 0.098088                 0.022592                 
36.849999                0.000000                 6634.756230              18.575950                -5271.475009             0.026261                 0.098088                 0.022604                 
36.859999                0.000000                 6636.556210              18.612225                -5271.480959             0.026233                 0.098088                 0.022616                 
36.869999                0.000000                 6638.356190              18.648525                -5271.486910             0.026206                 0.098089                 0.022627                 
36.879999                0.000000                 6640.156169              18.684852                -5271.492861             0.026178                 0.098089                 0.022639                 
36.889999                0.000000                 6641.956149              18.721203                -5271.498813             0.026150                 0.098089                 0.022651                 
36.899999                0.000000                 6643.756129              18.757581                -5271.504765             0.026123                 0.098090                 0.022662                 
36.909999                0.000000                 6645.556108              18.793984                -5271.510719             0.026095                 0.098090                 0.022674                 
36.919999                0.000000                 6647.356088              18.830412                -5271.516672             0.026067                 0.098090                 0.022685                 
36.929999                0.000000                 6649.156068              18.866866                -5271.522627             0.026040                 0.098091                 0.022697                 
36.939999                0.000000                 6650.956047              18.903345                -5271.528582             0.026012                 0.098091                 0.022708                 
36.949999                0.000000                 6652.756027              18.939850                -5271.534538             0.025984                 0.098091                 0.022720                 
36.959999                0.000000                 6654.556007              18.976380                -5271.540495             0.025956                 0.098092                 0.022731                 
36.969999                0.000000                 6656.355986              19.012936                -5271.546452             0.025929                 0.098092                 0.022743                 
36.979999                0.000000                 6658.155966              19.049517                -5271.552410             0.025901                 0.098092                 0.022754                 
36.989999                0.000000                 6659.955945              19.086123                -5271.558368             0.025873                 0.098093                 0.022766                 
36.999999                0.000000                 6661.755925              19.122755                -5271.564328             0.025846                 0.098093                 0.022777                 
37.009999                0.000000                 6663.555905              19.159412                -5271.570288             0.025818                 0.098093                 0.022789                 
37.019999                0.000000                 6665.355884              19.196094                -5271.576248             0.025790                 0.098094                 0.022800                 
37.029999                0.000000                 6667.155864              19.232802                -5271.582209             0.025762                 0.098094                 0.022811                 
37.039999                0.000000                 6668.955843              19.269535                -5271.588171             0.025735                 0.098094                 0.022823                 
37.049999                0.000000                 6670.755823              19.306292                -5271.594134             0.025707                 0.098095                 0.022834                 
37.059999                0.000000                 6672.555802              19.343075                -5271.600097             0.025679                 0.098095                 0.022846                 
37.069999                0.000000                 6674.355782              19.379884                -5271.606061             0.025652                 0.098095                 0.022857                 
37.079999                0.000000                 6676.155762              19.416717                -5271.612025             0.025624                 0.098096                 0.022868                 
37.089999                0.000000                 6677.955741              19.453575                -5271.617991             0.025596                 0.098096                 0.022880                 
37.099999                0.000000                 6679.755721              19.490459                -5271.623956             0.025569                 0.098097                 0.022891                 
37.109999                0.000000                 6681.555700              19.527367                -5271.629923             0.025541                 0.098097                 0.022902                 
37.119999                0.000000                 6683.355680              19.564300                -5271.635890             0.025513                 0.098097                 0.022913                 
37.129999                0.000000                 6685.155659              19.601259                -5271.641858             0.025485                 0.098098                 0.022925                 
37.139999                0.000000                 6686.955639              19.638242                -5271.647827             0.025458                 0.098098                 0.022936                 
37.149999                0.000000                 6688.755618              19.675250                -5271.653796             0.025430                 0.098098                 0.022947                 
37.159999                0.000000                 6690.555598              19.712283                -5271.659766             0.025402                 0.098099                 0.022958                 
37.169999                0.000000                 6692.355577              19.749341                -5271.665736             0.025375                 0.098099                 0.022969                 
37.179999                0.000000                 6694.155557              19.786424                -5271.671707             0.025347                 0.098099                 0.022981                 
37.189999                0.000000                 6695.955536              19.823531                -5271.677679             0.025319                 0.098100                 0.022992                 
37.199999                0.000000                 6697.755516              19.860664                -5271.683652             0.025291                 0.098100                 0.023003                 
37.209999                0.000000                 6699.555495              19.897821                -5271.689625             0.025264                 0.098100                 0.023014                 
37.219999                0.000000                 6701.355474              19.935003                -5271.695599             0.025236                 0.098101                 0.023025                 
37.229999                0.000000                 6703.155454              19.972209                -5271.701573             0.025208                 0.098101                 0.023036                 
37.239999                0.000000                 6704.955433              20.009440                -5271.707549             0.025181                 0.098101                 0.023047                 
37.249999                0.000000                 6706.755413              20.046696                -5271.713525             0.025153                 0.098102                 0.023058                 
37.259999                0.000000                 6708.555392              20.083977                -5271.719501             0.025125                 0.098102                 0.023069                 
37.269999                0.000000                 6710.355372              20.121282                -5271.725478             0.025098                 0.098102                 0.023080                 
37.279999                0.000000                 6712.155351              20.158611                -5271.731456             0.025070                 0.098103                 0.023091                 
37.289999                0.000000                 6713.955330              20.195965                -5271.737435             0.025042                 0.098103                 0.023102                 
37.299999                0.000000                 6715.755310              20.233344                -5271.743414             0.025014                 0.098103                 0.023113                 
37.309999                0.000000                 6717.555289              20.270747                -5271.749394             0.024987                 0.098104                 0.023124                 
37.319999                0.000000                 6719.355268              20.308175                -5271.755375             0.024959                 0.098104                 0.023135                 
37.329999                0.000000                 6721.155248              20.345627                -5271.761356             0.024931                 0.098104                 0.023146                 
37.339999                0.000000                 6722.955227              20.383103                -5271.767338             0.024904                 0.098105                 0.023157                 
37.349999                0.000000                 6724.755206              20.420604                -5271.773320             0.024876                 0.098105                 0.023168                 
37.359999                0.000000                 6726.555186              20.458129                -5271.779303             0.024848                 0.098105                 0.023179                 
37.369999                0.000000                 6728.355165              20.495678                -5271.785287             0.024821                 0.098106                 0.023190                 
37.379999                0.000000                 6730.155144              20.533252                -5271.791272             0.024793                 0.098106                 0.023201                 
37.389999                0.000000                 6731.955124              20.570850                -5271.797257             0.024765                 0.098106                 0.023212                 
37.399999                0.000000                 6733.755103              20.608472                -5271.803243             0.024737                 0.098106                 0.023222                 
37.409999                0.000000                 6735.555082              20.646118                -5271.809230             0.024710                 0.098107                 0.023233                 
37.419999                0.000000                 6737.355062              20.683789                -5271.815217             0.024682                 0.098107                 0.023244                 
37.429999                0.000000                 6739.155041              20.721484                -5271.821205             0.024654                 0.098107                 0.023255                 
37.439999                0.000000                 6740.955020              20.759202                -5271.827193             0.024627                 0.098108                 0.023266                 
37.449999                0.000000                 6742.754999              20.796945                -5271.833182             0.024599                 0.098108                 0.023276                 
37.459999                0.000000                 6744.554979              20.834712                -5271.839172             0.024571                 0.098108                 0.023287                 
37.469999                0.000000                 6746.354958              20.872503                -5271.845163             0.024544                 0.098109                 0.023298                 
37.479999                0.000000                 6748.154937              20.910319                -5271.851154             0.024516                 0.098109                 0.023309                 
37.489999                0.000000                 6749.954916              20.948158                -5271.857146             0.024488                 0.098109                 0.023319                 
37.499999                0.000000                 6751.754895              20.986021                -5271.863139             0.024460                 0.098109                 0.023330                 
37.509999                0.000000                 6753.554875              21.023908                -5271.869132             0.024433                 0.098110                 0.023341                 
37.519999                0.000000                 6755.354854              21.061819                -5271.875126             0.024405                 0.098110                 0.023351                 
37.529999                0.000000                 6757.154833              21.099753                -5271.881120             0.024377                 0.098110                 0.023362                 
37.539999                0.000000                 6758.954812              21.137712                -5271.887115             0.024350                 0.098111                 0.023373                 
37.549999                0.000000                 6760.754791              21.175694                -5271.893111             0.024322                 0.098111                 0.023383                 
37.559999                0.000000                 6762.554771              21.213701                -5271.899108             0.024294                 0.098111                 0.023394                 
37.569999                0.000000                 6764.354750              21.251731                -5271.905105             0.024267                 0.098112                 0.023404                 
37.579999                0.000000                 6766.154729              21.289785                -5271.911103             0.024239                 0.098112                 0.023415                 
37.589999                0.000000                 6767.954708              21.327862                -5271.917101             0.024211                 0.098112                 0.023425                 
37.599999                0.000000                 6769.754687              21.365963                -5271.923100             0.024184                 0.098112                 0.023436                 
37.609999                0.000000                 6771.554666              21.404088                -5271.929100             0.024156                 0.098113                 0.023446                 
37.619999                0.000000                 6773.354645              21.442237                -5271.935100             0.024128                 0.098113                 0.023457                 
37.629999                0.000000                 6775.154625              21.480409                -5271.941102             0.024100                 0.098113                 0.023467                 
37.639999                0.000000                 6776.954604              21.518604                -5271.947103             0.024073                 0.098114                 0.023478                 
37.649999                0.000000                 6778.754583              21.556824                -5271.953106             0.024045                 0.098114                 0.023488                 
37.659999                0.000000                 6780.554562              21.595066                -5271.959109             0.024017                 0.098114                 0.023499                 
37.669999                0.000000                 6782.354541              21.633333                -5271.965113             0.023990                 0.098114                 0.023509                 
37.679999                0.000000                 6784.154520              21.671622                -5271.971117             0.023962                 0.098115                 0.023520                 
37.689999                0.000000                 6785.954499              21.709936                -5271.977122             0.023934                 0.098115                 0.023530                 
37.699999                0.000000                 6787.754478              21.748272                -5271.983128             0.023907                 0.098115                 0.023540                 
37.709999                0.000000                 6789.554457              21.786632                -5271.989134             0.023879                 0.098116                 0.023551                 
37.719999                0.000000                 6791.354436              21.825016                -5271.995141             0.023851                 0.098116                 0.023561                 
37.729999                0.000000                 6793.154415              21.863423                -5272.001149             0.023823                 0.098116                 0.023571                 
37.739999                0.000000                 6794.954394              21.901853                -5272.007157             0.023796                 0.098116                 0.023582                 
37.749999                0.000000                 6796.754374              21.940306                -5272.013166             0.023768                 0.098117                 0.023592                 
37.759999                0.000000                 6798.554353              21.978783                -5272.019176             0.023740                 0.098117                 0.023602                 
37.769999                0.000000                 6800.354332              22.017282                -5272.025186             0.023713                 0.098117                 0.023613                 
37.779999                0.000000                 6802.154311              22.055805                -5272.031197             0.023685                 0.098117                 0.023623                 
37.789999                0.000000                 6803.954290              22.094352                -5272.037208             0.023657                 0.098118                 0.023633                 
37.799999                0.000000                 6805.754269              22.132921                -5272.043220             0.023629                 0.098118                 0.023643                 
37.809999                0.000000                 6807.554248              22.171514                -5272.049233             0.023602                 0.098118                 0.023654                 
37.819999                0.000000                 6809.354227              22.210129                -5272.055247             0.023574                 0.098119                 0.023664                 
37.829999                0.000000                 6811.154206              22.248768                -5272.061261             0.023546                 0.098119                 0.023674                 
37.839999                0.000000                 6812.954185              22.287430                -5272.067276             0.023519                 0.098119                 0.023684                 
37.849999                0.000000                 6814.754164              22.326114                -5272.073291             0.023491                 0.098119                 0.023694                 
37.859999                0.000000                 6816.554143              22.364822                -5272.079307             0.023463                 0.098120                 0.023704                 
37.869999                0.000000                 6818.354122              22.403553                -5272.085324             0.023436                 0.098120                 0.023715                 
37.879999                0.000000                 6820.154100              22.442306                -5272.091341             0.023408                 0.098120                 0.023725                 
37.889999                0.000000                 6821.954079              22.481083                -5272.097359             0.023380                 0.098121                 0.023735                 
37.899999                0.000000                 6823.754058              22.519882                -5272.103378             0.023352                 0.098121                 0.023745                 
37.909999                0.000000                 6825.554037              22.558705                -5272.109397             0.023325                 0.098121                 0.023755                 
37.919999                0.000000                 6827.354016              22.597550                -5272.115417             0.023297                 0.098122                 0.023765                 
37.929999                0.000000                 6829.153995              22.636418                -5272.121438             0.023269                 0.098122                 0.023775                 
37.939999                0.000000                 6830.953974              22.675308                -5272.127459             0.023242                 0.098122                 0.023785                 
37.949999                0.000000                 6832.753953              22.714222                -5272.133481             0.023214                 0.098122                 0.023795                 
37.959999                0.000000                 6834.553932              22.753158                -5272.139504             0.023186                 0.098123                 0.023805                 
37.969999                0.000000                 6836.353911              22.792117                -5272.145527             0.023159                 0.098123                 0.023815                 
37.979999                0.000000                 6838.153890              22.831098                -5272.151551             0.023131                 0.098123                 0.023825                 
37.989999                0.000000                 6839.953869              22.870102                -5272.157575             0.023103                 0.098124                 0.023835                 
37.999999                0.000000                 6841.753848              22.909129                -5272.163600             0.023075                 0.098124                 0.023845                 
38.009999                0.000000                 6843.553826              22.948178                -5272.169626             0.023048                 0.098124                 0.023855                 
38.019999                0.000000                 6845.353805              22.987250                -5272.175652             0.023020                 0.098124                 0.023865                 
38.029999                0.000000                 6847.153784              23.026345                -5272.181680             0.022992                 0.098125                 0.023875                 
38.039999                0.000000                 6848.953763              23.065462                -5272.187707             0.022965                 0.098125                 0.023884                 
38.049999                0.000000                 6850.753742              23.104601                -5272.193736             0.022937                 0.098125                 0.023894                 
38.059999                0.000000                 6852.553721              23.143763                -5272.199765             0.022909                 0.098126                 0.023904                 
38.069999                0.000000                 6854.353700              23.182947                -5272.205794             0.022881                 0.098126                 0.023914                 
38.079999                0.000000                 6856.153678              23.222154                -5272.211824             0.022854                 0.098126                 0.023924                 
38.089999                0.000000                 6857.953657              23.261383                -5272.217855             0.022826                 0.098126                 0.023934                 
38.099999                0.000000                 6859.753636              23.300634                -5272.223887             0.022798                 0.098127                 0.023943                 
38.109999                0.000000                 6861.553615              23.339908                -5272.229919             0.022771                 0.098127                 0.023953                 
38.119999                0.000000                 6863.353594              23.379204                -5272.235952             0.022743                 0.098127                 0.023963                 
38.129999                0.000000                 6865.153572              23.418522                -5272.241985             0.022715                 0.098128                 0.023973                 
38.139999                0.000000                 6866.953551              23.457863                -5272.248019             0.022688                 0.098128                 0.023982                 
38.149999                0.000000                 6868.753530              23.497225                -5272.254054             0.022660                 0.098128                 0.023992                 
38.159999                0.000000                 6870.553509              23.536610                -5272.260089             0.022632                 0.098129                 0.024002                 
38.169999                0.000000                 6872.353488              23.576017                -5272.266125             0.022604                 0.098129                 0.024011                 
38.179999                0.000000                 6874.153466              23.615446                -5272.272162             0.022577                 0.098129                 0.024021                 
38.189999                0.000000                 6875.953445              23.654898                -5272.278199             0.022549                 0.098129                 0.024031                 
38.199999                0.000000                 6877.753424              23.694371                -5272.284237             0.022521                 0.098130                 0.024040                 
38.209999                0.000000                 6879.553403              23.733866                -5272.290276             0.022494                 0.098130                 0.024050                 
38.219999                0.000000                 6881.353381              23.773384                -5272.296315             0.022466                 0.098130                 0.024060                 
38.229999                0.000000                 6883.153360              23.812923                -5272.302355             0.022438                 0.098131                 0.024069                 
38.239999                0.000000                 6884.953339              23.852484                -5272.308395             0.022411                 0.098131                 0.024079                 
38.249999                0.000000                 6886.753317              23.892068                -5272.314436             0.022383                 0.098131                 0.024088                 
38.259999                0.000000                 6888.553296              23.931673                -5272.320478             0.022355                 0.098131                 0.024098                 
38.269999                0.000000                 6890.353275              23.971300                -5272.326520             0.022327                 0.098132                 0.024107                 
38.279999                0.000000                 6892.153254              24.010949                -5272.332563             0.022300                 0.098132                 0.024117                 
38.289999                0.000000                 6893.953232              24.050620                -5272.338607             0.022272                 0.098132                 0.024126                 
38.299999                0.000000                 6895.753211              24.090312                -5272.344651             0.022244                 0.098133                 0.024136                 
38.309999                0.000000                 6897.553190              24.130026                -5272.350696             0.022217                 0.098133                 0.024145                 
