CA                       CM                       CW                       CZ                       CX                       AoA [Deg]                Mach [-]                 Eta [Deg]                AoA size                 Mach size                Eta size                 
1.309878                 -0.472466                0.267670                 -1.332915                0.103751                 16.000000                0.800000                 0.261799                 20                       8                        7                        
1.383878                 -0.542366                0.325670                 -1.416783                0.117911                 18.000000                0.800000                 0.261799                 20                       8                        7                        
1.427878                 -0.616266                0.325670                 -1.453152                0.182334                 20.000000                0.800000                 0.261799                 20                       8                        7                        
1.549878                 -0.701966                0.325670                 -1.559019                0.278639                 22.000000                0.800000                 0.261799                 20                       8                        7                        
1.649878                 -0.772966                0.325670                 -1.639700                0.373552                 24.000000                0.800000                 0.261799                 20                       8                        7                        
1.722878                 -0.809266                0.325670                 -1.691276                0.462550                 26.000000                0.800000                 0.261799                 20                       8                        7                        
1.783878                 -0.807866                0.325670                 -1.727963                0.549931                 28.000000                0.800000                 0.261799                 20                       8                        7                        
-0.550990                -0.087920                0.177790                 0.575914                 -0.059347                -12.000000               0.900000                 0.261799                 20                       8                        7                        
-0.266990                -0.142620                0.099790                 0.278279                 -0.061661                -8.000000                0.900000                 0.261799                 20                       8                        7                        
0.012010                 -0.188820                0.031790                 -0.009764                -0.032550                -4.000000                0.900000                 0.261799                 20                       8                        7                        
0.149010                 -0.208520                0.014790                 -0.148403                -0.019981                -2.000000                0.900000                 0.261799                 20                       8                        7                        
0.282010                 -0.224320                0.006790                 -0.282010                -0.006790                0.000000                 0.900000                 0.261799                 20                       8                        7                        
0.417010                 -0.239020                0.011790                 -0.417168                0.002771                 2.000000                 0.900000                 0.261799                 20                       8                        7                        
0.553010                 -0.257120                0.026790                 -0.553532                0.011851                 4.000000                 0.900000                 0.261799                 20                       8                        7                        
0.691010                 -0.279220                0.051790                 -0.692638                0.020724                 6.000000                 0.900000                 0.261799                 20                       8                        7                        
0.899010                 -0.323020                0.110790                 -0.905273                0.031210                 9.000000                 0.900000                 0.261799                 20                       8                        7                        
0.971010                 -0.342120                0.132790                 -0.979317                0.037842                 10.000000                0.900000                 0.261799                 20                       8                        7                        
1.045010                 -0.364120                0.148790                 -1.054201                0.053341                 11.000000                0.900000                 0.261799                 20                       8                        7                        
1.120010                 -0.387720                0.165790                 -1.130005                0.070696                 12.000000                0.900000                 0.261799                 20                       8                        7                        
1.230010                 -0.435620                0.202790                 -1.242533                0.100800                 14.000000                0.900000                 0.261799                 20                       8                        7                        
1.325010                 -0.495420                0.270790                 -1.348321                0.104922                 16.000000                0.900000                 0.261799                 20                       8                        7                        
1.397010                 -0.560720                0.340790                 -1.433946                0.107590                 18.000000                0.900000                 0.261799                 20                       8                        7                        
1.442010                 -0.631320                0.340790                 -1.471603                0.172959                 20.000000                0.900000                 0.261799                 20                       8                        7                        
1.567010                 -0.715020                0.340790                 -1.580569                0.271038                 22.000000                0.900000                 0.261799                 20                       8                        7                        
1.690010                 -0.789420                0.340790                 -1.682513                0.376062                 24.000000                0.900000                 0.261799                 20                       8                        7                        
1.793010                 -0.836420                0.340790                 -1.760939                0.479704                 26.000000                0.900000                 0.261799                 20                       8                        7                        
1.879010                 -0.848620                0.340790                 -1.819059                0.581242                 28.000000                0.900000                 0.261799                 20                       8                        7                        
-0.397147                -0.246279                0.157674                 0.421251                 -0.071657                -12.000000               0.200000                 0.349066                 20                       8                        7                        
-0.123147                -0.299279                0.061674                 0.130532                 -0.043935                -8.000000                0.200000                 0.349066                 20                       8                        7                        
0.140853                 -0.345879                0.013674                 -0.139556                -0.023466                -4.000000                0.200000                 0.349066                 20                       8                        7                        
0.267853                 -0.366479                0.002674                 -0.267596                -0.012020                -2.000000                0.200000                 0.349066                 20                       8                        7                        
0.390853                 -0.383279                -0.000326                -0.390853                0.000326                 0.000000                 0.200000                 0.349066                 20                       8                        7                        
0.515853                 -0.398179                0.000674                 -0.515562                0.017329                 2.000000                 0.200000                 0.349066                 20                       8                        7                        
0.644853                 -0.416179                0.009674                 -0.643957                0.035332                 4.000000                 0.200000                 0.349066                 20                       8                        7                        
0.775853                 -0.437979                0.025674                 -0.774286                0.055565                 6.000000                 0.200000                 0.349066                 20                       8                        7                        
0.979853                 -0.481979                0.073674                 -0.979315                0.080516                 9.000000                 0.200000                 0.349066                 20                       8                        7                        
1.050853                 -0.500979                0.094674                 -1.051328                0.089243                 10.000000                0.200000                 0.349066                 20                       8                        7                        
1.124853                 -0.523179                0.120674                 -1.127212                0.096175                 11.000000                0.200000                 0.349066                 20                       8                        7                        
1.189853                 -0.543879                0.146674                 -1.194347                0.103915                 12.000000                0.200000                 0.349066                 20                       8                        7                        
1.305853                 -0.591879                0.202674                 -1.316095                0.119261                 14.000000                0.200000                 0.349066                 20                       8                        7                        
1.406853                 -0.645679                0.258674                 -1.423654                0.139128                 16.000000                0.200000                 0.349066                 20                       8                        7                        
1.491853                 -0.707279                0.320674                 -1.517930                0.156029                 18.000000                0.200000                 0.349066                 20                       8                        7                        
1.555853                 -0.776779                0.320674                 -1.571701                0.230798                 20.000000                0.200000                 0.349066                 20                       8                        7                        
1.649853                 -0.858479                0.320674                 -1.649844                0.320722                 22.000000                0.200000                 0.349066                 20                       8                        7                        
1.710853                 -0.928579                0.320674                 -1.693372                0.402916                 24.000000                0.200000                 0.349066                 20                       8                        7                        
1.699853                 -0.953979                0.320674                 -1.668392                0.456947                 26.000000                0.200000                 0.349066                 20                       8                        7                        
1.705853                 -0.944779                0.320674                 -1.656726                0.517711                 28.000000                0.200000                 0.349066                 20                       8                        7                        
-0.405336                -0.243061                0.157023                 0.429125                 -0.069318                -12.000000               0.300000                 0.349066                 20                       8                        7                        
-0.130336                -0.296261                0.061023                 0.137560                 -0.042290                -8.000000                0.300000                 0.349066                 20                       8                        7                        
0.135664                 -0.342461                0.013023                 -0.134425                -0.022455                -4.000000                0.300000                 0.349066                 20                       8                        7                        
0.262664                 -0.363061                0.003023                 -0.262399                -0.012188                -2.000000                0.300000                 0.349066                 20                       8                        7                        
0.386664                 -0.379861                -0.000977                -0.386664                0.000977                 0.000000                 0.300000                 0.349066                 20                       8                        7                        
0.512664                 -0.394861                0.001023                 -0.512388                0.016869                 2.000000                 0.300000                 0.349066                 20                       8                        7                        
0.641664                 -0.412961                0.009023                 -0.640731                0.035759                 4.000000                 0.300000                 0.349066                 20                       8                        7                        
0.773664                 -0.434761                0.025023                 -0.772042                0.055984                 6.000000                 0.300000                 0.349066                 20                       8                        7                        
0.978664                 -0.479061                0.073023                 -0.978039                0.080973                 9.000000                 0.300000                 0.349066                 20                       8                        7                        
1.049664                 -0.498261                0.094023                 -1.050044                0.089678                 10.000000                0.300000                 0.349066                 20                       8                        7                        
1.123664                 -0.520461                0.120023                 -1.125921                0.096587                 11.000000                0.300000                 0.349066                 20                       8                        7                        
1.189664                 -0.541561                0.147023                 -1.194235                0.103535                 12.000000                0.300000                 0.349066                 20                       8                        7                        
1.304664                 -0.589461                0.202023                 -1.314784                0.119605                 14.000000                0.300000                 0.349066                 20                       8                        7                        
1.405664                 -0.644061                0.258023                 -1.422332                0.139426                 16.000000                0.300000                 0.349066                 20                       8                        7                        
1.488664                 -0.706061                0.320023                 -1.514696                0.155662                 18.000000                0.300000                 0.349066                 20                       8                        7                        
1.549664                 -0.775461                0.320023                 -1.565662                0.229293                 20.000000                0.300000                 0.349066                 20                       8                        7                        
1.647664                 -0.857161                0.320023                 -1.647570                0.320506                 22.000000                0.300000                 0.349066                 20                       8                        7                        
1.705664                 -0.925161                0.320023                 -1.688367                0.401400                 24.000000                0.300000                 0.349066                 20                       8                        7                        
1.703664                 -0.950061                0.320023                 -1.671532                0.459202                 26.000000                0.300000                 0.349066                 20                       8                        7                        
1.712664                 -0.939261                0.320023                 -1.662434                0.521483                 28.000000                0.300000                 0.349066                 20                       8                        7                        
-0.422855                -0.231815                0.157721                 0.446407                 -0.066358                -12.000000               0.400000                 0.349066                 20                       8                        7                        
-0.145855                -0.285115                0.061721                 0.153025                 -0.040821                -8.000000                0.400000                 0.349066                 20                       8                        7                        
0.122145                 -0.331315                0.013721                 -0.120890                -0.022208                -4.000000                0.400000                 0.349066                 20                       8                        7                        
0.250145                 -0.351815                0.003721                 -0.249863                -0.012449                -2.000000                0.400000                 0.349066                 20                       8                        7                        
0.375145                 -0.368615                -0.000279                -0.375145                0.000279                 0.000000                 0.400000                 0.349066                 20                       8                        7                        
0.503145                 -0.383615                0.000721                 -0.502864                0.016839                 2.000000                 0.400000                 0.349066                 20                       8                        7                        
0.633145                 -0.401715                0.009721                 -0.632281                0.034468                 4.000000                 0.400000                 0.349066                 20                       8                        7                        
0.766145                 -0.423715                0.025721                 -0.764637                0.054504                 6.000000                 0.400000                 0.349066                 20                       8                        7                        
0.972145                 -0.468215                0.073721                 -0.971709                0.079263                 9.000000                 0.400000                 0.349066                 20                       8                        7                        
1.044145                 -0.487415                0.094721                 -1.044730                0.088032                 10.000000                0.400000                 0.349066                 20                       8                        7                        
1.118145                 -0.509615                0.119721                 -1.120445                0.095831                 11.000000                0.400000                 0.349066                 20                       8                        7                        
1.187145                 -0.531615                0.146721                 -1.191708                0.103306                 12.000000                0.400000                 0.349066                 20                       8                        7                        
1.300145                 -0.579015                0.201721                 -1.310326                0.118804                 14.000000                0.400000                 0.349066                 20                       8                        7                        
1.400145                 -0.635315                0.258721                 -1.417219                0.137233                 16.000000                0.400000                 0.349066                 20                       8                        7                        
1.480145                 -0.698115                0.320721                 -1.506810                0.152366                 18.000000                0.400000                 0.349066                 20                       8                        7                        
1.536145                 -0.767715                0.320721                 -1.553197                0.224013                 20.000000                0.400000                 0.349066                 20                       8                        7                        
1.642145                 -0.850415                0.320721                 -1.642715                0.317791                 22.000000                0.400000                 0.349066                 20                       8                        7                        
1.699145                 -0.916715                0.320721                 -1.682695                0.398111                 24.000000                0.400000                 0.349066                 20                       8                        7                        
1.710145                 -0.942815                0.320721                 -1.677663                0.461416                 26.000000                0.400000                 0.349066                 20                       8                        7                        
1.724145                 -0.930915                0.320721                 -1.672899                0.526257                 28.000000                0.400000                 0.349066                 20                       8                        7                        
-0.446214                -0.210644                0.158594                 0.469437                 -0.062355                -12.000000               0.500000                 0.349066                 20                       8                        7                        
-0.167214                -0.264444                0.061594                 0.174159                 -0.037723                -8.000000                0.500000                 0.349066                 20                       8                        7                        
0.103786                 -0.310644                0.014594                 -0.102515                -0.021798                -4.000000                0.500000                 0.349066                 20                       8                        7                        
0.233786                 -0.331144                0.003594                 -0.233518                -0.011751                -2.000000                0.500000                 0.349066                 20                       8                        7                        
0.360786                 -0.347844                0.000594                 -0.360786                -0.000594                0.000000                 0.500000                 0.349066                 20                       8                        7                        
0.489786                 -0.362744                0.001594                 -0.489543                0.015500                 2.000000                 0.500000                 0.349066                 20                       8                        7                        
0.621786                 -0.381044                0.010594                 -0.621010                0.032806                 4.000000                 0.500000                 0.349066                 20                       8                        7                        
0.755786                 -0.403144                0.026594                 -0.754426                0.052553                 6.000000                 0.500000                 0.349066                 20                       8                        7                        
0.963786                 -0.447744                0.073594                 -0.963433                0.078082                 9.000000                 0.500000                 0.349066                 20                       8                        7                        
1.035786                 -0.467044                0.095594                 -1.036650                0.085721                 10.000000                0.500000                 0.349066                 20                       8                        7                        
1.109786                 -0.489144                0.120594                 -1.112407                0.093379                 11.000000                0.500000                 0.349066                 20                       8                        7                        
1.183786                 -0.512244                0.147594                 -1.188604                0.101754                 12.000000                0.500000                 0.349066                 20                       8                        7                        
1.295786                 -0.559244                0.202594                 -1.306308                0.116903                 14.000000                0.500000                 0.349066                 20                       8                        7                        
1.394786                 -0.617744                0.259594                 -1.412308                0.134917                 16.000000                0.500000                 0.349066                 20                       8                        7                        
1.471786                 -0.681844                0.321594                 -1.499130                0.148953                 18.000000                0.500000                 0.349066                 20                       8                        7                        
1.522786                 -0.752244                0.321594                 -1.540942                0.218624                 20.000000                0.500000                 0.349066                 20                       8                        7                        
1.634786                 -0.836344                0.321594                 -1.636218                0.314225                 22.000000                0.500000                 0.349066                 20                       8                        7                        
1.694786                 -0.902644                0.321594                 -1.679068                0.395541                 24.000000                0.500000                 0.349066                 20                       8                        7                        
1.718786                 -0.929844                0.321594                 -1.685812                0.464420                 26.000000                0.500000                 0.349066                 20                       8                        7                        
1.739786                 -0.917544                0.321594                 -1.687119                0.532830                 28.000000                0.500000                 0.349066                 20                       8                        7                        
-0.472667                -0.183113                0.159990                 0.495602                 -0.058221                -12.000000               0.600000                 0.349066                 20                       8                        7                        
-0.190667                -0.237813                0.062990                 0.197578                 -0.035841                -8.000000                0.600000                 0.349066                 20                       8                        7                        
0.082333                 -0.284213                0.015990                 -0.081017                -0.021694                -4.000000                0.600000                 0.349066                 20                       8                        7                        
0.215333                 -0.304613                0.004990                 -0.215027                -0.012502                -2.000000                0.600000                 0.349066                 20                       8                        7                        
0.344333                 -0.321113                0.001990                 -0.344333                -0.001990                0.000000                 0.600000                 0.349066                 20                       8                        7                        
0.475333                 -0.336113                0.002990                 -0.475148                0.013601                 2.000000                 0.600000                 0.349066                 20                       8                        7                        
0.608333                 -0.354413                0.010990                 -0.607618                0.031472                 4.000000                 0.600000                 0.349066                 20                       8                        7                        
0.744333                 -0.376713                0.026990                 -0.743077                0.050962                 6.000000                 0.600000                 0.349066                 20                       8                        7                        
0.952333                 -0.421613                0.074990                 -0.952339                0.074911                 9.000000                 0.600000                 0.349066                 20                       8                        7                        
1.024333                 -0.441113                0.095990                 -1.025439                0.083342                 10.000000                0.600000                 0.349066                 20                       8                        7                        
1.099333                 -0.463513                0.120990                 -1.102221                0.090995                 11.000000                0.600000                 0.349066                 20                       8                        7                        
1.174333                 -0.487113                0.147990                 -1.179440                0.099401                 12.000000                0.600000                 0.349066                 20                       8                        7                        
1.286333                 -0.535013                0.203990                 -1.297473                0.113261                 14.000000                0.600000                 0.349066                 20                       8                        7                        
1.384333                 -0.595213                0.260990                 -1.402645                0.130694                 16.000000                0.600000                 0.349066                 20                       8                        7                        
1.459333                 -0.660713                0.322990                 -1.487717                0.143777                 18.000000                0.600000                 0.349066                 20                       8                        7                        
1.509333                 -0.732013                0.322990                 -1.528778                0.212711                 20.000000                0.600000                 0.349066                 20                       8                        7                        
1.623333                 -0.816913                0.322990                 -1.626122                0.308640                 22.000000                0.600000                 0.349066                 20                       8                        7                        
1.696333                 -0.886613                0.322990                 -1.681049                0.394895                 24.000000                0.600000                 0.349066                 20                       8                        7                        
1.733333                 -0.916413                0.322990                 -1.699499                0.469541                 26.000000                0.600000                 0.349066                 20                       8                        7                        
1.763333                 -0.905213                0.322990                 -1.708565                0.542651                 28.000000                0.600000                 0.349066                 20                       8                        7                        
-0.512687                -0.141419                0.163735                 0.535526                 -0.053564                -12.000000               0.700000                 0.349066                 20                       8                        7                        
-0.229687                -0.197119                0.072735                 0.237574                 -0.040061                -8.000000                0.700000                 0.349066                 20                       8                        7                        
0.048313                 -0.243819                0.019735                 -0.046819                -0.023058                -4.000000                0.700000                 0.349066                 20                       8                        7                        
0.183313                 -0.263919                0.008735                 -0.182897                -0.015128                -2.000000                0.700000                 0.349066                 20                       8                        7                        
0.315313                 -0.280119                0.002735                 -0.315313                -0.002735                0.000000                 0.700000                 0.349066                 20                       8                        7                        
0.448313                 -0.295019                0.006735                 -0.448275                0.008915                 2.000000                 0.700000                 0.349066                 20                       8                        7                        
0.584313                 -0.313419                0.015735                 -0.583987                0.025062                 4.000000                 0.700000                 0.349066                 20                       8                        7                        
0.721313                 -0.335919                0.032735                 -0.720784                0.042842                 6.000000                 0.700000                 0.349066                 20                       8                        7                        
0.930313                 -0.381119                0.083735                 -0.931959                0.062828                 9.000000                 0.700000                 0.349066                 20                       8                        7                        
1.002313                 -0.400919                0.107735                 -1.005794                0.067951                 10.000000                0.700000                 0.349066                 20                       8                        7                        
1.077313                 -0.423619                0.132735                 -1.082847                0.075264                 11.000000                0.700000                 0.349066                 20                       8                        7                        
1.152313                 -0.447919                0.151735                 -1.158680                0.091160                 12.000000                0.700000                 0.349066                 20                       8                        7                        
1.264313                 -0.497419                0.199735                 -1.275078                0.112063                 14.000000                0.700000                 0.349066                 20                       8                        7                        
1.361313                 -0.559419                0.249735                 -1.377415                0.135168                 16.000000                0.700000                 0.349066                 20                       8                        7                        
1.436313                 -0.626719                0.312735                 -1.462656                0.146416                 18.000000                0.700000                 0.349066                 20                       8                        7                        
1.483313                 -0.699119                0.312735                 -1.500820                0.213448                 20.000000                0.700000                 0.349066                 20                       8                        7                        
1.601313                 -0.784319                0.312735                 -1.601864                0.309899                 22.000000                0.700000                 0.349066                 20                       8                        7                        
1.686313                 -0.854719                0.312735                 -1.667725                0.400187                 24.000000                0.700000                 0.349066                 20                       8                        7                        
1.739313                 -0.887519                0.312735                 -1.700379                0.481380                 26.000000                0.700000                 0.349066                 20                       8                        7                        
1.784313                 -0.881819                0.312735                 -1.722275                0.561555                 28.000000                0.700000                 0.349066                 20                       8                        7                        
-0.568924                -0.083369                0.174353                 0.592742                 -0.052258                -12.000000               0.800000                 0.349066                 20                       8                        7                        
-0.282924                -0.140269                0.087353                 0.292328                 -0.047128                -8.000000                0.800000                 0.349066                 20                       8                        7                        
0.001076                 -0.187369                0.026353                 0.000765                 -0.026364                -4.000000                0.800000                 0.349066                 20                       8                        7                        
0.139076                 -0.206969                0.012353                 -0.138560                -0.017200                -2.000000                0.800000                 0.349066                 20                       8                        7                        
0.275076                 -0.222669                0.005353                 -0.275076                -0.005353                0.000000                 0.800000                 0.349066                 20                       8                        7                        
0.411076                 -0.237269                0.009353                 -0.411152                0.004999                 2.000000                 0.800000                 0.349066                 20                       8                        7                        
0.549076                 -0.255769                0.021353                 -0.549228                0.017000                 4.000000                 0.800000                 0.349066                 20                       8                        7                        
0.688076                 -0.278469                0.043353                 -0.688839                0.028808                 6.000000                 0.800000                 0.349066                 20                       8                        7                        
0.898076                 -0.324069                0.097353                 -0.902249                0.044335                 9.000000                 0.800000                 0.349066                 20                       8                        7                        
0.971076                 -0.344169                0.119353                 -0.977049                0.051085                 10.000000                0.800000                 0.349066                 20                       8                        7                        
1.046076                 -0.367269                0.142353                 -1.054019                0.059863                 11.000000                0.800000                 0.349066                 20                       8                        7                        
1.121076                 -0.392369                0.162353                 -1.130333                0.074279                 12.000000                0.800000                 0.349066                 20                       8                        7                        
1.232076                 -0.444269                0.208353                 -1.245884                0.095902                 14.000000                0.800000                 0.349066                 20                       8                        7                        
1.329076                 -0.508769                0.264353                 -1.350456                0.112230                 16.000000                0.800000                 0.349066                 20                       8                        7                        
1.403076                 -0.578669                0.322353                 -1.434017                0.126998                 18.000000                0.800000                 0.349066                 20                       8                        7                        
1.447076                 -0.652569                0.322353                 -1.470058                0.192016                 20.000000                0.800000                 0.349066                 20                       8                        7                        
1.569076                 -0.738269                0.322353                 -1.575578                0.288905                 22.000000                0.800000                 0.349066                 20                       8                        7                        
