roll-rate                pitch-rate               yaw-rate                 acc_x_NED                acc_y_NED                acc_z_NED                
0.008443                 -0.000022                0.001007                 0.000038                 0.036167                 -0.008264                
0.008442                 -0.000022                0.001011                 0.000039                 0.036997                 -0.008196                
0.008441                 -0.000022                0.001016                 0.000041                 0.037826                 -0.008128                
0.008441                 -0.000022                0.001021                 0.000042                 0.038657                 -0.008061                
0.008440                 -0.000022                0.001026                 0.000043                 0.039487                 -0.007994                
0.008439                 -0.000022                0.001031                 0.000045                 0.040318                 -0.007928                
0.008438                 -0.000021                0.001036                 0.000046                 0.041149                 -0.007862                
0.008437                 -0.000021                0.001040                 0.000047                 0.041980                 -0.007797                
0.008437                 -0.000021                0.001045                 0.000047                 0.042811                 -0.007732                
0.008436                 -0.000020                0.001050                 0.000048                 0.043643                 -0.007668                
0.008435                 -0.000020                0.001055                 0.000048                 0.044475                 -0.007605                
0.008434                 -0.000020                0.001060                 0.000049                 0.045307                 -0.007542                
0.008433                 -0.000019                0.001065                 0.000049                 0.046140                 -0.007481                
0.008433                 -0.000019                0.001070                 0.000049                 0.046973                 -0.007419                
0.008432                 -0.000018                0.001075                 0.000049                 0.047806                 -0.007359                
0.008431                 -0.000018                0.001079                 0.000049                 0.048640                 -0.007299                
0.008430                 -0.000017                0.001084                 0.000049                 0.049473                 -0.007241                
0.008430                 -0.000017                0.001089                 0.000049                 0.050307                 -0.007183                
0.008429                 -0.000016                0.001094                 0.000048                 0.051141                 -0.007125                
0.008428                 -0.000016                0.001099                 0.000048                 0.051976                 -0.007069                
0.008427                 -0.000015                0.001104                 0.000047                 0.052810                 -0.007013                
0.008427                 -0.000015                0.001108                 0.000046                 0.053645                 -0.006958                
0.008426                 -0.000014                0.001113                 0.000045                 0.054480                 -0.006904                
0.008426                 -0.000014                0.001118                 0.000044                 0.055315                 -0.006850                
0.008425                 -0.000013                0.001123                 0.000043                 0.056150                 -0.006797                
0.008424                 -0.000013                0.001128                 0.000042                 0.056986                 -0.006745                
0.008424                 -0.000012                0.001132                 0.000041                 0.057821                 -0.006694                
0.008423                 -0.000012                0.001137                 0.000039                 0.058657                 -0.006643                
0.008423                 -0.000012                0.001142                 0.000038                 0.059493                 -0.006592                
0.008422                 -0.000011                0.001146                 0.000037                 0.060328                 -0.006543                
0.008422                 -0.000011                0.001151                 0.000035                 0.061164                 -0.006493                
0.008421                 -0.000010                0.001156                 0.000033                 0.062000                 -0.006445                
0.008421                 -0.000010                0.001161                 0.000032                 0.062836                 -0.006397                
0.008420                 -0.000010                0.001165                 0.000030                 0.063672                 -0.006349                
0.008420                 -0.000010                0.001170                 0.000029                 0.064508                 -0.006301                
0.008419                 -0.000009                0.001174                 0.000027                 0.065344                 -0.006254                
0.008419                 -0.000009                0.001179                 0.000025                 0.066180                 -0.006207                
0.008419                 -0.000009                0.001184                 0.000023                 0.067016                 -0.006161                
0.008418                 -0.000009                0.001188                 0.000022                 0.067852                 -0.006115                
0.008418                 -0.000009                0.001193                 0.000020                 0.068687                 -0.006068                
0.008418                 -0.000009                0.001197                 0.000018                 0.069523                 -0.006022                
0.008417                 -0.000009                0.001202                 0.000017                 0.070358                 -0.005976                
0.008417                 -0.000009                0.001206                 0.000015                 0.071194                 -0.005931                
0.008417                 -0.000009                0.001211                 0.000013                 0.072029                 -0.005885                
0.008417                 -0.000009                0.001215                 0.000012                 0.072864                 -0.005839                
0.008416                 -0.000009                0.001220                 0.000010                 0.073699                 -0.005793                
0.008416                 -0.000009                0.001224                 0.000009                 0.074534                 -0.005747                
0.008416                 -0.000009                0.001229                 0.000007                 0.075369                 -0.005701                
0.008416                 -0.000009                0.001233                 0.000006                 0.076204                 -0.005655                
0.008415                 -0.000010                0.001238                 0.000004                 0.077038                 -0.005608                
0.008415                 -0.000010                0.001242                 0.000003                 0.077872                 -0.005561                
0.008415                 -0.000010                0.001247                 0.000002                 0.078706                 -0.005514                
0.008415                 -0.000010                0.001251                 0.000000                 0.079540                 -0.005467                
0.008414                 -0.000011                0.001255                 -0.000001                0.080374                 -0.005419                
0.008414                 -0.000011                0.001260                 -0.000002                0.081207                 -0.005371                
0.008414                 -0.000012                0.001264                 -0.000003                0.082041                 -0.005323                
0.008414                 -0.000012                0.001269                 -0.000004                0.082874                 -0.005274                
0.008413                 -0.000012                0.001273                 -0.000005                0.083707                 -0.005225                
0.008413                 -0.000013                0.001278                 -0.000006                0.084540                 -0.005175                
0.008413                 -0.000013                0.001282                 -0.000006                0.085372                 -0.005125                
0.008413                 -0.000014                0.001286                 -0.000007                0.086205                 -0.005075                
0.008412                 -0.000014                0.001291                 -0.000008                0.087037                 -0.005024                
0.008412                 -0.000015                0.001295                 -0.000008                0.087869                 -0.004972                
0.008412                 -0.000015                0.001300                 -0.000009                0.088701                 -0.004920                
0.008411                 -0.000016                0.001304                 -0.000009                0.089533                 -0.004868                
0.008411                 -0.000016                0.001309                 -0.000009                0.090364                 -0.004815                
0.008411                 -0.000017                0.001313                 -0.000009                0.091196                 -0.004761                
0.008410                 -0.000017                0.001318                 -0.000010                0.092027                 -0.004707                
0.008410                 -0.000018                0.001322                 -0.000010                0.092858                 -0.004653                
0.008410                 -0.000018                0.001326                 -0.000010                0.093689                 -0.004598                
0.008409                 -0.000019                0.001331                 -0.000010                0.094520                 -0.004542                
0.008409                 -0.000019                0.001335                 -0.000009                0.095351                 -0.004486                
0.008409                 -0.000020                0.001340                 -0.000009                0.096182                 -0.004430                
0.008408                 -0.000020                0.001344                 -0.000009                0.097013                 -0.004373                
0.008408                 -0.000021                0.001349                 -0.000009                0.097843                 -0.004316                
0.008407                 -0.000021                0.001354                 -0.000008                0.098674                 -0.004258                
0.008407                 -0.000022                0.001358                 -0.000008                0.099504                 -0.004200                
0.008407                 -0.000022                0.001363                 -0.000007                0.100335                 -0.004141                
0.008406                 -0.000023                0.001367                 -0.000007                0.101165                 -0.004082                
0.008406                 -0.000023                0.001372                 -0.000006                0.101996                 -0.004023                
0.008405                 -0.000024                0.001376                 -0.000006                0.102826                 -0.003963                
0.008405                 -0.000024                0.001381                 -0.000005                0.103656                 -0.003903                
0.008404                 -0.000024                0.001385                 -0.000005                0.104487                 -0.003843                
0.008404                 -0.000025                0.001390                 -0.000004                0.105317                 -0.003782                
0.008403                 -0.000025                0.001395                 -0.000003                0.106148                 -0.003721                
0.008402                 -0.000026                0.001399                 -0.000003                0.106978                 -0.003660                
0.008402                 -0.000026                0.001404                 -0.000002                0.107808                 -0.003599                
0.008401                 -0.000026                0.001409                 -0.000001                0.108639                 -0.003537                
0.008401                 -0.000026                0.001413                 -0.000001                0.109469                 -0.003476                
0.008400                 -0.000027                0.001418                 0.000000                 0.110300                 -0.003414                
0.008400                 -0.000027                0.001422                 0.000001                 0.111131                 -0.003352                
0.008399                 -0.000027                0.001427                 0.000002                 0.111962                 -0.003290                
0.008398                 -0.000027                0.001432                 0.000002                 0.112792                 -0.003227                
0.008398                 -0.000028                0.001436                 0.000003                 0.113623                 -0.003165                
0.008397                 -0.000028                0.001441                 0.000004                 0.114454                 -0.003103                
0.008397                 -0.000028                0.001446                 0.000004                 0.115285                 -0.003041                
0.008396                 -0.000028                0.001451                 0.000005                 0.116116                 -0.002978                
0.008395                 -0.000028                0.001455                 0.000006                 0.116948                 -0.002916                
0.008395                 -0.000028                0.001460                 0.000006                 0.117779                 -0.002854                
0.008394                 -0.000028                0.001465                 0.000007                 0.118610                 -0.002791                
0.008394                 -0.000028                0.001469                 0.000007                 0.119442                 -0.002729                
0.008393                 -0.000028                0.001474                 0.000008                 0.120273                 -0.002667                
0.008392                 -0.000029                0.001479                 0.000008                 0.121105                 -0.002605                
0.008392                 -0.000029                0.001483                 0.000009                 0.121937                 -0.002543                
0.008391                 -0.000029                0.001488                 0.000009                 0.122769                 -0.002482                
0.008391                 -0.000029                0.001493                 0.000010                 0.123601                 -0.002420                
0.008390                 -0.000029                0.001497                 0.000010                 0.124433                 -0.002359                
0.008389                 -0.000029                0.001502                 0.000010                 0.125265                 -0.002297                
0.008389                 -0.000028                0.001507                 0.000011                 0.126097                 -0.002236                
0.008388                 -0.000028                0.001512                 0.000011                 0.126930                 -0.002175                
0.008388                 -0.000028                0.001516                 0.000011                 0.127762                 -0.002114                
0.008387                 -0.000028                0.001521                 0.000011                 0.128594                 -0.002054                
0.008387                 -0.000028                0.001526                 0.000011                 0.129427                 -0.001993                
0.008386                 -0.000028                0.001530                 0.000011                 0.130260                 -0.001933                
0.008386                 -0.000028                0.001535                 0.000011                 0.131092                 -0.001873                
0.008385                 -0.000028                0.001540                 0.000011                 0.131925                 -0.001813                
0.008384                 -0.000028                0.001544                 0.000011                 0.132758                 -0.001753                
0.008384                 -0.000028                0.001549                 0.000011                 0.133591                 -0.001694                
0.008383                 -0.000028                0.001554                 0.000011                 0.134423                 -0.001635                
0.008383                 -0.000028                0.001558                 0.000011                 0.135256                 -0.001576                
0.008382                 -0.000028                0.001563                 0.000011                 0.136089                 -0.001517                
0.008382                 -0.000028                0.001567                 0.000011                 0.136922                 -0.001458                
0.008381                 -0.000028                0.001572                 0.000010                 0.137755                 -0.001399                
0.008381                 -0.000027                0.001577                 0.000010                 0.138588                 -0.001341                
0.008380                 -0.000027                0.001581                 0.000010                 0.139421                 -0.001283                
0.008380                 -0.000027                0.001586                 0.000009                 0.140254                 -0.001225                
0.008380                 -0.000027                0.001591                 0.000009                 0.141087                 -0.001167                
0.008379                 -0.000027                0.001595                 0.000009                 0.141920                 -0.001109                
0.008379                 -0.000027                0.001600                 0.000008                 0.142753                 -0.001051                
0.008378                 -0.000027                0.001604                 0.000008                 0.143586                 -0.000994                
0.008378                 -0.000027                0.001609                 0.000007                 0.144419                 -0.000936                
0.008377                 -0.000027                0.001614                 0.000007                 0.145252                 -0.000879                
0.008377                 -0.000027                0.001618                 0.000006                 0.146084                 -0.000821                
0.008377                 -0.000027                0.001623                 0.000006                 0.146917                 -0.000764                
0.008376                 -0.000027                0.001627                 0.000005                 0.147750                 -0.000707                
0.008376                 -0.000027                0.001632                 0.000005                 0.148583                 -0.000650                
0.008375                 -0.000027                0.001636                 0.000004                 0.149415                 -0.000593                
0.008375                 -0.000027                0.001641                 0.000004                 0.150248                 -0.000536                
0.008375                 -0.000027                0.001645                 0.000003                 0.151080                 -0.000479                
0.008374                 -0.000027                0.001650                 0.000003                 0.151913                 -0.000422                
0.008374                 -0.000027                0.001655                 0.000002                 0.152745                 -0.000365                
0.008373                 -0.000027                0.001659                 0.000001                 0.153578                 -0.000308                
0.008373                 -0.000027                0.001664                 0.000001                 0.154410                 -0.000251                
0.008373                 -0.000027                0.001668                 0.000000                 0.155242                 -0.000194                
0.008372                 -0.000027                0.001673                 -0.000000                0.156074                 -0.000137                
0.008372                 -0.000027                0.001677                 -0.000001                0.156906                 -0.000080                
0.008371                 -0.000027                0.001682                 -0.000001                0.157738                 -0.000023                
0.008371                 -0.000028                0.001686                 -0.000002                0.158570                 0.000034                 
0.008371                 -0.000028                0.001691                 -0.000003                0.159402                 0.000091                 
0.008370                 -0.000028                0.001695                 -0.000003                0.160234                 0.000148                 
0.008370                 -0.000028                0.001700                 -0.000004                0.161065                 0.000206                 
0.008369                 -0.000028                0.001704                 -0.000004                0.161897                 0.000263                 
0.008369                 -0.000028                0.001709                 -0.000005                0.162728                 0.000321                 
0.008369                 -0.000028                0.001714                 -0.000005                0.163560                 0.000378                 
0.008368                 -0.000028                0.001718                 -0.000006                0.164391                 0.000436                 
0.008368                 -0.000028                0.001723                 -0.000006                0.165223                 0.000494                 
0.008367                 -0.000029                0.001727                 -0.000006                0.166054                 0.000552                 
0.008367                 -0.000029                0.001732                 -0.000007                0.166885                 0.000610                 
0.008367                 -0.000029                0.001736                 -0.000007                0.167716                 0.000668                 
0.008366                 -0.000029                0.001741                 -0.000008                0.168547                 0.000726                 
0.008366                 -0.000029                0.001745                 -0.000008                0.169378                 0.000785                 
0.008365                 -0.000029                0.001750                 -0.000008                0.170209                 0.000843                 
0.008365                 -0.000029                0.001754                 -0.000009                0.171040                 0.000902                 
0.008365                 -0.000029                0.001759                 -0.000009                0.171871                 0.000961                 
0.008364                 -0.000030                0.001763                 -0.000009                0.172702                 0.001019                 
0.008364                 -0.000030                0.001768                 -0.000010                0.173533                 0.001078                 
0.008363                 -0.000030                0.001773                 -0.000010                0.174364                 0.001137                 
0.008363                 -0.000030                0.001777                 -0.000010                0.175194                 0.001197                 
0.008362                 -0.000030                0.001782                 -0.000011                0.176025                 0.001256                 
0.008362                 -0.000030                0.001786                 -0.000011                0.176856                 0.001315                 
0.008361                 -0.000030                0.001791                 -0.000011                0.177686                 0.001375                 
0.008361                 -0.000030                0.001795                 -0.000011                0.178517                 0.001434                 
0.008360                 -0.000031                0.001800                 -0.000011                0.179348                 0.001494                 
0.008360                 -0.000031                0.001805                 -0.000012                0.180178                 0.001554                 
0.008359                 -0.000031                0.001809                 -0.000012                0.181009                 0.001614                 
0.008359                 -0.000031                0.001814                 -0.000012                0.181840                 0.001674                 
0.008358                 -0.000031                0.001818                 -0.000012                0.182670                 0.001734                 
0.008358                 -0.000031                0.001823                 -0.000012                0.183501                 0.001794                 
0.008357                 -0.000031                0.001828                 -0.000012                0.184331                 0.001854                 
0.008357                 -0.000031                0.001832                 -0.000012                0.185162                 0.001915                 
0.008356                 -0.000032                0.001837                 -0.000012                0.185993                 0.001975                 
0.008356                 -0.000032                0.001841                 -0.000013                0.186823                 0.002035                 
0.008355                 -0.000032                0.001846                 -0.000013                0.187654                 0.002096                 
0.008355                 -0.000032                0.001851                 -0.000013                0.188485                 0.002156                 
0.008354                 -0.000032                0.001855                 -0.000013                0.189315                 0.002217                 
0.008354                 -0.000032                0.001860                 -0.000013                0.190146                 0.002278                 
0.008353                 -0.000032                0.001865                 -0.000013                0.190977                 0.002338                 
0.008353                 -0.000032                0.001869                 -0.000013                0.191808                 0.002399                 
0.008352                 -0.000032                0.001874                 -0.000013                0.192639                 0.002460                 
0.008352                 -0.000032                0.001878                 -0.000013                0.193469                 0.002521                 
0.008351                 -0.000032                0.001883                 -0.000013                0.194300                 0.002581                 
0.008351                 -0.000032                0.001888                 -0.000013                0.195131                 0.002642                 
0.008350                 -0.000032                0.001892                 -0.000013                0.195962                 0.002703                 
0.008350                 -0.000032                0.001897                 -0.000013                0.196793                 0.002764                 
0.008349                 -0.000033                0.001902                 -0.000013                0.197624                 0.002825                 
0.008349                 -0.000033                0.001906                 -0.000013                0.198455                 0.002886                 
0.008348                 -0.000033                0.001911                 -0.000013                0.199286                 0.002946                 
0.008347                 -0.000033                0.001915                 -0.000013                0.200117                 0.003007                 
0.008347                 -0.000033                0.001920                 -0.000013                0.200948                 0.003068                 
0.008346                 -0.000033                0.001925                 -0.000014                0.201779                 0.003129                 
0.008346                 -0.000033                0.001929                 -0.000014                0.202610                 0.003190                 
0.008345                 -0.000033                0.001934                 -0.000014                0.203441                 0.003251                 
0.008345                 -0.000033                0.001939                 -0.000014                0.204272                 0.003312                 
0.008344                 -0.000033                0.001943                 -0.000014                0.205104                 0.003372                 
0.008344                 -0.000033                0.001948                 -0.000014                0.205935                 0.003433                 
0.008343                 -0.000033                0.001952                 -0.000014                0.206766                 0.003494                 
0.008343                 -0.000033                0.001957                 -0.000014                0.207597                 0.003555                 
0.008342                 -0.000033                0.001962                 -0.000014                0.208428                 0.003616                 
0.008342                 -0.000033                0.001966                 -0.000014                0.209260                 0.003677                 
0.008341                 -0.000033                0.001971                 -0.000014                0.210091                 0.003737                 
0.008341                 -0.000033                0.001976                 -0.000014                0.210922                 0.003798                 
0.008340                 -0.000033                0.001980                 -0.000014                0.211753                 0.003859                 
0.008340                 -0.000033                0.001985                 -0.000015                0.212585                 0.003920                 
0.008339                 -0.000033                0.001989                 -0.000015                0.213416                 0.003980                 
0.008339                 -0.000033                0.001994                 -0.000015                0.214247                 0.004041                 
0.008338                 -0.000033                0.001999                 -0.000015                0.215079                 0.004102                 
0.008338                 -0.000033                0.002003                 -0.000015                0.215910                 0.004163                 
0.008337                 -0.000033                0.002008                 -0.000015                0.216741                 0.004223                 
0.008337                 -0.000033                0.002012                 -0.000015                0.217572                 0.004284                 
0.008336                 -0.000033                0.002017                 -0.000015                0.218404                 0.004345                 
0.008336                 -0.000033                0.002022                 -0.000016                0.219235                 0.004406                 
0.008335                 -0.000033                0.002026                 -0.000016                0.220066                 0.004466                 
0.008335                 -0.000033                0.002031                 -0.000016                0.220897                 0.004527                 
0.008335                 -0.000033                0.002035                 -0.000016                0.221728                 0.004588                 
0.008334                 -0.000033                0.002040                 -0.000016                0.222560                 0.004649                 
0.008334                 -0.000033                0.002045                 -0.000016                0.223391                 0.004710                 
0.008333                 -0.000033                0.002049                 -0.000016                0.224222                 0.004770                 
0.008333                 -0.000033                0.002054                 -0.000017                0.225053                 0.004831                 
0.008332                 -0.000033                0.002058                 -0.000017                0.225884                 0.004892                 
0.008332                 -0.000033                0.002063                 -0.000017                0.226715                 0.004953                 
0.008331                 -0.000033                0.002067                 -0.000017                0.227546                 0.005014                 
0.008331                 -0.000033                0.002072                 -0.000017                0.228377                 0.005075                 
0.008330                 -0.000033                0.002077                 -0.000018                0.229208                 0.005136                 
0.008330                 -0.000033                0.002081                 -0.000018                0.230039                 0.005196                 
0.008330                 -0.000033                0.002086                 -0.000018                0.230870                 0.005257                 
0.008329                 -0.000033                0.002090                 -0.000018                0.231701                 0.005318                 
0.008329                 -0.000033                0.002095                 -0.000018                0.232531                 0.005379                 
0.008328                 -0.000033                0.002099                 -0.000019                0.233362                 0.005440                 
0.008328                 -0.000033                0.002104                 -0.000019                0.234193                 0.005501                 
0.008327                 -0.000033                0.002109                 -0.000019                0.235024                 0.005563                 
0.008327                 -0.000033                0.002113                 -0.000019                0.235854                 0.005624                 
0.008326                 -0.000033                0.002118                 -0.000019                0.236685                 0.005685                 
0.008326                 -0.000033                0.002122                 -0.000020                0.237516                 0.005746                 
0.008326                 -0.000033                0.002127                 -0.000020                0.238346                 0.005807                 
0.008325                 -0.000033                0.002131                 -0.000020                0.239177                 0.005868                 
0.008325                 -0.000034                0.002136                 -0.000020                0.240007                 0.005930                 
0.008324                 -0.000034                0.002141                 -0.000020                0.240838                 0.005991                 
0.008324                 -0.000034                0.002145                 -0.000021                0.241668                 0.006052                 
0.008323                 -0.000034                0.002150                 -0.000021                0.242499                 0.006114                 
0.008323                 -0.000034                0.002154                 -0.000021                0.243329                 0.006175                 
0.008322                 -0.000034                0.002159                 -0.000021                0.244159                 0.006236                 
0.008322                 -0.000034                0.002163                 -0.000022                0.244990                 0.006298                 
0.008321                 -0.000034                0.002168                 -0.000022                0.245820                 0.006359                 
0.008321                 -0.000034                0.002173                 -0.000022                0.246650                 0.006421                 
0.008321                 -0.000034                0.002177                 -0.000022                0.247481                 0.006482                 
0.008320                 -0.000034                0.002182                 -0.000022                0.248311                 0.006544                 
0.008320                 -0.000034                0.002186                 -0.000023                0.249141                 0.006605                 
0.008319                 -0.000034                0.002191                 -0.000023                0.249971                 0.006667                 
0.008319                 -0.000034                0.002195                 -0.000023                0.250801                 0.006729                 
0.008318                 -0.000034                0.002200                 -0.000023                0.251632                 0.006790                 
0.008318                 -0.000034                0.002205                 -0.000024                0.252462                 0.006852                 
0.008317                 -0.000034                0.002209                 -0.000024                0.253292                 0.006913                 
0.008317                 -0.000034                0.002214                 -0.000024                0.254122                 0.006975                 
0.008316                 -0.000034                0.002218                 -0.000024                0.254952                 0.007037                 
0.008316                 -0.000034                0.002223                 -0.000025                0.255782                 0.007098                 
0.008315                 -0.000034                0.002228                 -0.000025                0.256612                 0.007160                 
0.008315                 -0.000034                0.002232                 -0.000025                0.257442                 0.007222                 
0.008314                 -0.000033                0.002237                 -0.000025                0.258272                 0.007283                 
0.008314                 -0.000033                0.002241                 -0.000026                0.259102                 0.007345                 
0.008313                 -0.000033                0.002246                 -0.000026                0.259932                 0.007407                 
0.008313                 -0.000033                0.002251                 -0.000026                0.260762                 0.007468                 
0.008312                 -0.000033                0.002255                 -0.000026                0.261592                 0.007530                 
0.008312                 -0.000033                0.002260                 -0.000026                0.262422                 0.007592                 
0.008311                 -0.000033                0.002264                 -0.000027                0.263252                 0.007653                 
0.008311                 -0.000033                0.002269                 -0.000027                0.264082                 0.007715                 
0.008310                 -0.000033                0.002274                 -0.000027                0.264912                 0.007777                 
0.008310                 -0.000033                0.002278                 -0.000027                0.265742                 0.007838                 
0.008309                 -0.000033                0.002283                 -0.000028                0.266572                 0.007900                 
0.008309                 -0.000033                0.002287                 -0.000028                0.267402                 0.007962                 
0.008308                 -0.000033                0.002292                 -0.000028                0.268233                 0.008023                 
0.008308                 -0.000033                0.002297                 -0.000029                0.269063                 0.008085                 
0.008307                 -0.000033                0.002301                 -0.000029                0.269893                 0.008147                 
0.008307                 -0.000033                0.002306                 -0.000029                0.270723                 0.008208                 
0.008306                 -0.000033                0.002310                 -0.000029                0.271553                 0.008270                 
0.008306                 -0.000033                0.002315                 -0.000030                0.272383                 0.008331                 
0.008305                 -0.000033                0.002320                 -0.000030                0.273213                 0.008393                 
0.008305                 -0.000033                0.002324                 -0.000030                0.274043                 0.008454                 
0.008303                 -0.000033                0.002328                 -0.000027                0.275014                 0.008533                 
0.008293                 -0.000032                0.002330                 -0.000012                0.276528                 0.008628                 
0.008270                 -0.000032                0.002329                 0.000012                 0.278489                 0.008735                 
0.008230                 -0.000031                0.002322                 0.000045                 0.280812                 0.008854                 
0.008169                 -0.000031                0.002310                 0.000084                 0.283422                 0.008982                 
0.008083                 -0.000030                0.002292                 0.000128                 0.286247                 0.009119                 
0.007971                 -0.000028                0.002268                 0.000175                 0.289224                 0.009263                 
0.007831                 -0.000027                0.002236                 0.000224                 0.292297                 0.009413                 
0.007661                 -0.000025                0.002198                 0.000275                 0.295411                 0.009569                 
0.007460                 -0.000023                0.002153                 0.000325                 0.298521                 0.009730                 
0.007228                 -0.000021                0.002101                 0.000374                 0.301584                 0.009894                 
0.006964                 -0.000018                0.002043                 0.000422                 0.304562                 0.010062                 
